Corpse Traders,AVR,不會呼吸者無法抱怨。,
Craterhoof Behemoth,AVR,它今日的足跡是明日的湖泊。,
Crippling Chill,AVR,遊魂吹一口氣，能使血管結為冰河，心跳旋即凍結。,
Crypt Creeper,AVR,"「我想他們說的對： 沒殺死你的，就會使你更堅強。 或至少更詭異。」
～隊長艾博漢",
Cursebreak,AVR,不再是鄉村賤民。 不再遭羞辱嘲罵。 希格蘭終獲自由。,
Dangerous Wager,AVR,"「快呀朋友，下好離手。 你還有什麼好損失的？」
～爾卓道販商托拜西",
Dark Impostor,AVR,「啊，真是好生活。 我能領會你們為何要拼命維護它。」,
Death Wind,AVR,路金瞪著冒煙的天使羽毛。 「快逃！」 他向巡邏隊員大喊。 「我們贏不了！」,
Defang,AVR,吸血鬼一旦遭解除武裝，將被迫拿起木劍，協助訓練午夜鬥客。,
Defy Death,AVR,姬瑟拉將兇殘惡魔逼入村民墓地一隅。 「該此下場。」她舉劍時低聲說。,
Demolish,AVR,"「要真正擊敗屍嵌家，你必須消滅的不是怪物，而是實驗室。」
～審判官之刃連卡洛",
Demonic Rising,AVR,哪一個比較蠢：召喚惡魔，或是期望它感恩？,
Demonic Taskmaster,AVR,地獄唯一的律法就是屈從強者。,
Descent into Madness,AVR,樓梯兩端都朝下。,
Desolate Lighthouse,AVR,面對強風、颶風與嗜殺鬼魂浪潮的孤獨哨兵。,
Devastation Tide,AVR,神聖意志之力不容置喙。,
Devout Chaplain,AVR,「我們將遵照艾維欣的教令，淨化這些遺物的邪惡過往。」,
Dread Slaver,AVR,統治無知者僅需半邊腦。,
Dreadwaters,AVR,誤入穆坎，恐遭滅頂。,
Driver of the Dead,AVR,有些吸血鬼被護教軍燒毀莊園、驅離祖傳獵食地，改靠屍體交易過活。,
Dual Casting,AVR,獄窖開啟後數小時，他的力量回復到以前兩倍。,
Eaten by Spiders,AVR,這蜘蛛試吃許多苦主後，發展出嗜食不死者及其配備的偏好。,
Emancipation Angel,AVR,「你已盡力而為；我准許你休息。」,
Essence Harvest,AVR,隊長羅溫哈在僧侶當中發現崇拜惡魔的證據。 史革達手下從未給他證明此案的機會。,
Exquisite Blood,AVR,即使人類重獲優勢，仍有人自願以生命換取永生的機會。,
Farbog Explorer,AVR,「只要能讓一位生靈安息，我願穿越千百沼澤。」,
Favorable Winds,AVR,原以為早已滅絕的駿鷺，隨著艾維欣的回歸成群重現。,
Fervent Cathar,AVR,「我直到斷氣才會放下劍。 今天我沒這打算。」,
Fettergeist,AVR,生者的選擇將在他們死後繼續糾纏。,
Fleeting Distraction,AVR,這是少年法師所學的第一個咒語，救過許多手小到握不住劍的人。,
Flowering Lumberknot,AVR,"「它以前拿我們佈陷人當食物。 現在它像獵犬一樣跟我們到處走。」
～凱錫革佈陷人阿雷娜",
Gang of Devils,AVR,"「好吧，我怎麼知道他們會爆炸？」
～鎮區民兵革利格",
Geist Snatch,AVR,傾聽你祈禱者不僅是天使與惡魔。,
Ghostform,AVR,「『無法穿透』的事物並不存在。」,
Ghostly Flicker,AVR,有時暫且消失也不錯。,
Ghostly Touch,AVR,「遊魂有話想說。 我只是其意志的代行者。」,
Ghoulflesh,AVR,肉體的死亡分階段進行。 先是皮膚，再是肌肉。 令受害者驚懼的是，腦最後才死。,
Gloom Surgeon,AVR,他在海溫古的街道上遊蕩，尋找生病與精神錯亂的人，讓他們從生命中解放。,
Gloomwidow,AVR,荒野上的棄城不會空曠太久。,
Goldnight Commander,AVR,「萬人一心，眾志成城。」,
Goldnight Redeemer,AVR,天使歌頌艾維欣的回歸，對自身苦難沒有絲毫怨悔。,
Grave Exchange,AVR,"「兩個方向都是寒冷黑暗的旅程。」
～羊屯的伊如",
Griselbrand,AVR,"「艾維欣自碎裂的獄窖重現，但其自由付出了高昂代價～也就是他。」
～護教軍騎士莎利雅",
Grounded,AVR,"「我們追著盧德維的怪物跑遍四省。 當它著陸時，一定要把它留在原地。」
～凱錫革佈陷人阿雷娜告訴沃文森的荷拉娜",
Gryff Vanguard,AVR,"「食屍鬼把門打碎，但駿鷺叫聲讓我知道已經得救。」
～翰威店主愛卡",
Guise of Fire,AVR,"「火最終會消滅殭屍，但冒火的殭屍會先消滅很多其他的東西。」
～審判官之刃連卡洛",
Harvester of Souls,AVR,"「他身兼法官，陪審團與行刑人，因為全被他殺了。」
～艾爾告主教考爾",
Haunted Guardian,AVR,"「放乾苦主的血，賣掉屍體，用其靈魂充當守衛。 沒忙亂，沒困擾，沒問題。」
～奧莉薇亞沃達連",
Havengul Skaab,AVR,這殘暴憎恨獸讓其他惡物都為之膽寒。,
Havengul Vampire,AVR,「那逐漸變慢的脈搏正是我的圓舞曲節奏。」,
Holy Justiciar,AVR,她的雙眼可看透腐敗肉體，瞥見哀求受福安眠的痛苦靈魂。,
Homicidal Seclusion,AVR,"「可惡的烏鴉與其永無止盡的嗄叫聲...阻絕了我腦海裡的聲音...」
～翰恩廳的隱者",
Human Frailty,AVR,"「我見過百個生靈家族興落。 我還能再見證千個。」
～奧莉薇亞沃達連",
Hunted Ghoul,AVR,即使翰威已遭解救，基沙的無主食屍鬼仍踉蹌前行，繼續遵從已遭監禁的主人之扭曲命令。,
Into the Void,AVR,"「護教軍有劍，審判官有斧。 我偏好『外交』手段。」
～杜瑙大法師忒候",
Joint Assault,AVR,"「我令所行，狼人將成衛狼，是為對抗暗黑的盟友。」
～艾維欣的息怨咒判令",
Kessig Malcontents,AVR,不滿是群眾的強大武器。,
Killing Wave,AVR,"「我前來尋找惡魔，但這時空處處是天使。 我恨天使。」
～莉蓮娜維斯",
Kruin Striker,AVR,洛梨卡很不滿衛狼的存在，不但與她的教團斷絕關係，更率眾要消滅這些「改造的狼人」。,
Lair Delve,AVR,「邪鬼逃了。 逃得好，樂得清淨。 我最喜歡看到空曠的巢穴。」,
Latch Seeker,AVR,它尋覓能安居的墳墓，可歇息的棺材。,
Leap of Faith,AVR,最精妙的策略會在三度空間中施展。,
Lightning Prowess,AVR,「不死肉體乾燥又單薄。 只要一個火花，『噗』。食屍鬼沒了。」,
Lunar Mystic,AVR,"「我很欣慰這世界已了解月亮不只影響到潮汐。」
～月智者多美代",
Maalfeld Twins,AVR,"「我憑什麼去拆散一個家庭？」
～狂人基沙",
Mad Prophet,AVR,「月亮上沒有蒼鷺！ 它是隻尖鼠，一隻五條腿、叫聲像低聲雷鳴的尖鼠！」,
Malicious Intent,AVR,瑟班恢復和平後，一些護教軍犯了鬆懈警備的錯誤。,
Malignus,AVR,它如突來暴雨般降臨恩資森。 不久後，一切只剩灰燼與痛苦。,
Marrow Bats,AVR,"「無論我們推進史頓襄多遠，亡物永不會自這些地域絕跡。」
～杜瑙大法師忒候",
Mass Appeal,AVR,「我們自黑暗中凱旋歸來。 讓辛苦贏得的智慧引領我們邁向繁榮。」,
Mental Agony,AVR,「他的精神衰微。 拿他餵蝙蝠。」,
Midnight Duelist,AVR,艾維欣之回歸並未打消他的復仇欲望。,
Midvast Protector,AVR,「儘管回報貧乏，我仍對艾維欣堅信不疑。 如今我的信念已獲回報。」,
Mist Raven,AVR,"「若看到烏鴉，快逃往山丘。 鬼潮一湧入，牠們馬上就知道。」
～涅非利亞漁夫思韋",
Misthollow Griffin,AVR,對某些生物而言，存在只是幻夢。,
Moonlight Geist,AVR,她剩下的武器只有哭號與細語。,
Moorland Inquisitor,AVR,審判官學習經典、哲學與磨利斧頭的技藝。,
Narstad Scrapper,AVR,"「終於呀，操縱屍體的原理對無血物質生效了！」
～死靈鍊金術士盧德維",
Natural End,AVR,遭詛之刃碎裂，遊魂感激地飄向受福安眠。,
Necrobite,AVR,不死蛇不因自衛而噬咬。 它如殭屍般飢餓，永遠無法饜足。,
Nephalia Smuggler,AVR,「我的車夫很可靠。 我親自拔掉他們的舌頭。 還有其他問題嗎？」,
Nettle Swine,AVR,"「我殺了一隻，在牠肚子裡找到磚塊和骨頭。 牠吃了整個農舍，屋頂茅草等一切。」
～松柏森佈陷人堡霖",
Otherworld Atlas,AVR,"「任何傻子都能翻開。 但只有天才能解讀其空白書頁。」
～隱者寇岱",
Outwit,AVR,學生問到如何始咒。 大師思考如何終結。,
Peel from Reality,AVR,「卑鄙惡魔，你逃不開我了。 如今我們將同遭遺忘。」,
Pillar of Flame,AVR,「願善人在受福安眠中得享永恆。 願惡人在湮沒遺忘中獲得安息。」,
Polluted Dead,AVR,在殭屍攻擊後，穀物無人收成，興盛的村莊幾乎一夕成為鬼鎮。,
Primal Surge,AVR,隨著艾維欣回歸，生命力流動豐沛如海嘯。,
Raging Poltergeist,AVR,有人嘗試火葬亡者以阻止屍鬼牧者。 但亡者復還，為其命運大發雷霆。,
Rain of Thorns,AVR,隨著樹林成為邪物的避難所，大法師有了淨化荒野的新方法。,
Reforge the Soul,AVR,藉由一波稱為息怨咒的咒語，艾維欣以聖火淨化世界。,
Renegade Demon,AVR,"「你是否曾將受傷的吸血鬼逼至絕路？ 跟這相比，那就像在教堂花園裡散步。」
～護教軍將官崔德",
Righteous Blow,AVR,"「邪物再也無法靠穆坎迷霧保命！」
～潔羽之光布魯娜",
Riot Ringleader,AVR,「所以吸血鬼喜歡熱血，對吧？ 且瞧瞧他們要怎麼處理我們的。」,
Rite of Ruin,AVR,史革達教徒拒絕默默接受艾維欣掌權的現況。,
Rotcrown Ghoul,AVR,"「別看它的眼睛。 它在思考死物不應思考之事。」
～隊長艾博漢",
Rush of Blood,AVR,有時這不是為了維持生命或解決癮頭。 有時這只是為了再度感覺。,
Scalding Devil,AVR,惡魔大屠殺。 魔鬼惹人厭。,
Scrapskin Drake,AVR,"「護教軍在底下殺死我的屍嵌。 且瞧瞧他們的劍能揮得多高。」
～死靈鍊金術士盧德維",
Scroll of Avacyn,AVR,文字為閱覽者賜福，預示恐懼不侵的未來。,
Scroll of Griselbrand,AVR,生者勿近的文字，訴說清明心智無法了解的事物。,
Searchlight Geist,AVR,它隨著黑暗降臨而起，尋找靈魂並將之終結。,
Second Guess,AVR,"「我知道你想用那個做啥。 我不同意。」
～遊魂法師第爾克",
Seraph of Dawn,AVR,她劃開雲層，讓陽光直達最黑的巢穴與最暗的墳墓。,
"Sigarda, Host of Herons",AVR,偉大奉獻帶來偉大獎賞。,
Slayers' Stronghold,AVR,其庭院一整天都點著燈，因此夜晚在其圍牆內永不會來臨。,
Snare the Skies,AVR,獵人精準和暗藤力量是個強大組合。,
Somberwald Sage,AVR,「整個大自然都站在你這邊，任何危險都難不倒你。」,
Somberwald Vigilante,AVR,他失去一切，只剩憤慨。,
Soul of the Harvest,AVR,無論是種子萌芽，藤瓜成熟，還是收割者在收穫月割下穀粒，它時時都在。,
Soulcage Fiend,AVR,凱思汀發誓要讓孩子的靈魂獲得自由，跟蹤拷問者進入史頓襄地底陰森的洞穴網。,
Spirit Away,AVR,拖羅很怕遊魂沒抓牢把他摔下去，完全感受不到第一次飛行的喜悅。,
Temporal Mastery,AVR,時間是令人驚嘆的玩物。,
Terrifying Presence,AVR,艾耳末殺過吸血鬼和狼人，消滅無數殭屍。 可惜他一直未能克服對蜘蛛的恐懼。,
Thatcher Revolt,AVR,黑暗時代讓農民隨時都能抄起手邊的武器拼命。,
Thraben Valiant,AVR,「弟兄們，再進魔鬼裂口一次。 我要多收藏一條魔鬼尾巴。」,
Thunderbolt,AVR,"「我的下一個飛空設計會少用點金屬。」
～涅非利亞鍊金術士哈靼肯",
Timberland Guide,AVR,「你會起火嗎？ 追蹤鹿？ 辨識食人樹？ 都不會的話，你在凱錫革得靠我才能活下去。」,
Tormentor's Trident,AVR,對惡魔來說，沒有克制這回事。,
Triumph of Cruelty,AVR,"「我見過比你更美的屍體，野獸法師。」
～莉蓮娜維斯",
Triumph of Ferocity,AVR,"「巫婆，替我解開此詛咒，不然就跟我一起死。」
～召獸使賈路",
Ulvenwald Tracker,AVR,「和平終將降臨依尼翠，但要等所有邪獸一一解決掉後才會實現。」,
Uncanny Speed,AVR,"「為了生存，我們必須接受後輩的殘暴特質。」
～艾德嘉馬可夫",
Undead Executioner,AVR,生時為無情殺手，死後為無腦殺手。,
Unhallowed Pact,AVR,與惡魔簽訂的契約鮮少終結於墳墓。,
Vanguard's Shield,AVR,戰爭並非只有單一戰線。,
Vexing Devil,AVR,要有人弄瞎眼睛，才開始變得有趣。,
Vigilante Justice,AVR,始於細語，終成怒焰。,
Voice of the Provinces,AVR,她的號角響遍依尼翠，鼓舞正義之士。,
Vorstclaw,AVR,"「狼人怎麼不見了？ 可能 那東西 餓了。」
～沃文森的荷拉娜",
Wandering Wolf,AVR,人類仍然畏懼狼；儘管狼與狼人並無關聯，且化狼症的詛咒從未獲證實。,
Wild Defiance,AVR,"「若文明伸出貪婪之手，就從手腕砍掉。」
～召獸使賈路",
Wildwood Geist,AVR,以凱錫革的森林深處為家的遊魂，跟樹林一樣難以馴服。,
Wolfir Avenger,AVR,自黑暗詛咒解放，受神聖召喚擁抱。,
Yew Spirit,AVR,"「不知道人類存在以前，這原始森林住著怎樣的居民。」
～長老琳海",
Zealous Strike,AVR,「怕了吧，惡物。 夜晚再也不是你的地盤。」,
Aligned Hedron Network,BFZ,最後一塊晶石落位，將鎢拉莫封鎖在無盡的束縛能量圈中。,
Altar's Reap,BFZ,「我要親手結束每一條性命，以此向贊迪卡報仇。」～歐尼希茲,
Angel of Renewal,BFZ,「不復恐懼。不復失敗。不復死亡。不復受難！」,
Angelic Captain,BFZ,隨著身下將士呼號漸起，天使伸展六翼正欲振翅高飛，萬里長空幾被飛羽全數遮擋。,
Angelic Gift,BFZ,「贊迪卡今日必得勝，全軍與天使共翱翔。」,
Anticipate,BFZ,當你握有支配未來的能力時，預測便信手拈來。,
Bane of Bala Ged,BFZ,鎢拉莫孳生的無數奧札奇在巴勒格大陸肆虐，茂密叢林與蜿蜒河流皆盡化為塵土。,
Barrage Tyrant,BFZ,狂躁暴怒。彈無虛發。,
Beastcaller Savant,BFZ,「因我呼喚，牠們前來。因我傾聽，牠們留下。」,
Belligerent Whiptail,BFZ,「鞭尾亞龍可以感知遠方旅人的腳步。至於能感知到多遠...實在是很難測量。」～艾法哨兵佳倫,
Blighted Cataract,BFZ,此處曾有飛流直下。如今從崖頂落下的只有灰塵與沙土。,
Blighted Fen,BFZ,「我們所處的贊迪卡，像是被剝去了一層外皮，骨骼裸露在藍天之下。」～織碧彌娜,
Blighted Gorge,BFZ,大地正在消亡，但它不會平靜地離開。,
Blighted Steppe,BFZ,「當軀體壞疽時，便要割除。這裡也一樣。」～織碧彌娜,
Blisterpod,BFZ,迅孳種的屍體孕育著孽裔。,
Bloodbond Vampire,BFZ,「讓吸血鬼加入我們吧。在這場戰爭中，我們已經沒有挑選戰友的餘地了。」～盟軍指揮官塔茲莉將軍,
Bone Splinters,BFZ,由於人數遠遠不敵，贊迪卡人用創意巧思拉平差距。,
Breaker of Armies,BFZ,「喪親失故，一無所有之人，都會找上奧札奇復仇，機會再小都不會放過。」 ～伏擊領袖蒙達,
Brilliant Spectrum,BFZ,贊迪卡的風景遠超雙目所及。,
Brood Monitor,BFZ,母性的溫柔。螳螂的憐憫。,
Broodhunter Wurm,BFZ,贊迪卡的原生物種為了躲避貪饜的捕食者，已經適應了在石塊下生活並在灌叢中穿梭；但奧札奇尚未適應。,
Call the Scions,BFZ,鎢拉莫的後代布滿大地，它們汲取贊迪卡的魔法力來滿足這個巨物的無盡飢渴。,
Canopy Vista,BFZ,姆拉撒大陸上覆厚密植被，龐巨盤枝交錯橫生，尚有居民從未見過其下大地。,
Carrier Thrall,BFZ,「日後我們會悼念逝去的同胞。現在的要務是結束他們的痛苦。」～卡列奇血侯哲娜,
Chasm Guide,BFZ,她的勇猛之舉讓她從無足輕重變成不可或缺。,
Cinder Glade,BFZ,阿庫姆火山大陸上，奇異草木簇生噴氣裂口，嶙峋尖峰直伸天際雲霄。,
Cliffside Lookout,BFZ,雖然石庇所斥候傷亡慘重，但他們仍能堅守崗位，毫不退縮。,
Cloud Manta,BFZ,當伊美黎的崇拜者發現她只不過是對伊莫庫的扭曲記憶後，他們便拋棄了其神殿。遺棄的祭祠現已成為鰩群的溫床。,
Complete Disregard,BFZ,「我們回到戰場，發現了可憐的萊恩，他臨終前的動作完美地印刻在那堆可怕的塵土中。」～前導兵隊長賈維納金,
Coralhelm Guide,BFZ,「她熟知這片海岸的每一步路，無論是在地上或是海下，一路上都有她的藏身之處。她會把你帶到的。」～探險隊長裘黎恩,
Courier Griffin,BFZ,「海戶陷落。殘部撤離。安身後另派獅鷲。躲好。保重。」～寇族獻世子塔斯歐嵐的訊息,
Cryptic Cruiser,BFZ,「陸地不再安全，海洋亦然。這是你的戰鬥，同樣也是我的。」～奇奧拉告訴基定尤拉,
Culling Drone,BFZ,巴勒格一片寂靜，只剩奧札奇來去的聲音。,
Dampening Pulse,BFZ,「安靜，你們這些醜陋的惡種。」～塔晉狂攪法師諾言達,
Deathless Behemoth,BFZ,「它一再復生。我們一再潰退。」～哥馬法達逃亡者甘達,
Defiant Bloodlord,BFZ,「雖然勇猛，但凡人畢竟脆弱。贊迪卡若要長存，其主人必須出手拯救。」～卡列奇血侯哲娜,
Demon's Grasp,BFZ,「你應該感到欣慰，因為你活不到見證贊迪卡滅亡的那天了。」～歐尼希茲,
Desolation Twin,BFZ,「只要配合默契、不惜流血，我們就能擊退，甚至擊倒一個。但是兩個的話……那得流不少血了。」～伏擊領袖蒙達,
Dispel,BFZ,「我認為應該消滅奧札奇。烏金想讓它們回歸靜態。烏金的理由...說服不了我。」～傑斯貝連,
Dragonmaster Outcast,BFZ,「這個世界將由適格的君王所統治，而不是這些醜陋的覬覦者。」,
"Drana, Liberator of Malakir",BFZ,「我不願苟活為奴。如果你希冀自由，就與我並肩作戰。」,
Drana's Emissary,BFZ,「自由的味道比鮮血還甜美。」,
Dust Stalker,BFZ,它所到之處留下的只有無聲狂風和大量殘骸。,
Dutiful Return,BFZ,當馬拉奇的外科醫生回天乏術時，他們的死亡祭師便接手了。,
Eldrazi Devastator,BFZ,「鬥士再強，也強不過它們。人數再多，也多不過它們。胃口再大，也大不過它們。所以奧札奇必勝。」～鎢拉莫鬼卒卡力塔,
Endless One,BFZ,它代表著「無限」的所有含義。,
Evolving Wilds,BFZ,奧札奇或許無情，但贊迪卡亦很堅韌。,
Exert Influence,BFZ,「我無法操控它的心靈，我甚至不確定它是否有心靈。但我能主宰它的意志。」,
Expedition Envoy,BFZ,「有備無患」是每個探險隊訂立的非正式準則。奧札奇出現後，更加強調了這句話的重要性。,
Eyeless Watcher,BFZ,鎢拉莫孳生的每一個奧札奇都承襲了這個巨物的意志。,
Felidar Cub,BFZ,活過週歲的晶角獸可安度百年。,
Felidar Sovereign,BFZ,牠俯瞰凋零的大地，靜待只有牠能看到的勝利出現。,
Firemantle Mage,BFZ,「來啊，你們這些扭曲的怪物！你們不想有個伴嗎？」,
Forerunner of Slaughter,BFZ,「我們在這耽擱，而它們在行動。它們可不會等我們在這費口舌。戰爭的局勢愈發不妙，目標離我們遙不可及。」～基定尤拉,
Fortified Rampart,BFZ,避難所的防禦工事讓新兵能近距離接觸小型奧札奇，這能鍛鍊他們的意志，為將來做好準備。,
Ghostly Sentinel,BFZ,石庇所的秘教徒召集陣亡勇士的靈魂來守衛避難所。,
Giant Mantis,BFZ,「我一直覺得塔晉的巨型昆蟲非常可怕，直到我看見了奧札奇。現在我倒樂於看見匍匐在樹頂枝頭的螳螂。」～歐蘭黎斥候萊莎,
Gideon's Reproach,BFZ,「驀然間，基定現身與我們並肩作戰，為我們清出逃亡之路。」～《戰場札記》,
Goblin War Paint,BFZ,「奧札奇可能不會被嚇到，但假若這能激起鬼怪的信心，我看也未嘗不可。」～艾法哨兵佳倫,
Grip of Desolation,BFZ,巨拳漸握，先是恐懼，進而麻痺，最後便是空無。,
Grove Rumbler,BFZ,「大地可不等敵人到來。」～妮莎瑞文,
Grovetender Druids,BFZ,「這些幼苗要我們放手讓他們去攻打奧札奇，我們就如其所願。」,
Gruesome Slaughter,BFZ,基定趕到海戶時，已來不及阻止屠殺，但他仍有時間把倖存者帶到相對安全的地帶。,
Hagra Sharpshooter,BFZ,「找出它們的弱點並非易事，但是我很享受尋找的過程。」,
Halimar Tidecaller,BFZ,「平息浪潮？我為什麼要這麼做？」,
Hedron Archive,BFZ,「你已經開始明白晶石真正的用途了，」烏金說。「我們可以將奧札奇禁錮起來。」「那上一次是怎麼做到的？」傑斯問道。,
Herald of Kozilek,BFZ,「有些奧札奇的意圖很明顯：汲取大地的生機，養育新的奧札奇。而有些則不那麼明顯，它們才真正讓我感到緊張。」～領航者洽迪,
Hero of Goma Fada,BFZ,「他們打算擊潰我們。讓他們瞧瞧我們的厲害！」,
Horribly Awry,BFZ,「對它們而言，我們的一切都不過是塵土～軀體、行動，甚至是言語。」～探險隊長裘黎恩,
Incubator Drone,BFZ,奧札奇一觸為生，二觸為滅。,
Infuse with the Elements,BFZ,「贊迪卡賦予了我們足以均勢抗敵的武器。」～特裘如領袖娜吉雅,
Inspired Charge,BFZ,「為了失去的土地和殘存的美景，為了自由和未來，全力出擊！」～基定尤拉,
Jaddi Offshoot,BFZ,在姆拉撒，就連樹也能生出樹來。,
Kalastria Healer,BFZ,「我一次又一次展現了治療師的本領。既然如此，你有什麼好不自在的？」,
Kalastria Nightwatch,BFZ,「卡力塔或已成為奧札奇手下毫無思想的奴隸，但我們不會讓這類事情再次發生。」～卡列奇血侯哲娜,
Kitesail Scout,BFZ,「風起髮飛揚，旭日曬背膀，長空樂翱翔……必須讓寇族的下一代享有這樣的和平生活。」,
Kor Bladewhirl,BFZ,利鈎旋轉時發出的呼嘯聲正是她唯一需要的戰嚎。,
Kor Castigator,BFZ,「他要我們無須擔心，隨後走進了洞穴。大群奧札奇自動分開讓他入內，經過之後又聚攏起來。」～寇族擲索人婭奇麗,
Kor Entanglers,BFZ,「同誕於此世，攜手衛家園，立誓共離別。」,
Kozilek's Channeler,BFZ,「在我們世界的暗處，可怖之物正在孳生蔓延。我擔心敵人的數量遠超我們想像。」～妮莎瑞文,
Kozilek's Sentinel,BFZ,它在地道中穩步緩行，如同移動的石塊。,
Lantern Scout,BFZ,晶石明燈驅散的不僅僅是黑暗。,
Lavastep Raider,BFZ,鬼怪最先發現了晶石可以用於對抗奧札奇，因為這些有魔力的石頭是現成的尖銳武器。,
Lifespring Druid,BFZ,「大地未死，只是抱恙。待我調理，讓它重返生機。」,
Lithomancer's Focus,BFZ,「即便在外行人手中，娜希麗的晶石也能傷到奧札奇。」～烏金,
Makindi Patrol,BFZ,他與尊貴坐騎一道警戒著地平線上的熙熙攘攘，空氣中的絲絲氣息，大地下的陣陣顫動。,
Makindi Sliderunner,BFZ,戰鬥過後，牠會將山坡碾成碎石，為下一場做準備。,
Malakir Familiar,BFZ,「牠們既致命，又忠誠。我們可以分一點血給牠們。」～馬拉奇血祭師赫拉克,
March from the Tomb,BFZ,他們來自各行各業，出身贊迪卡各地，為了相同的目標歸返。,
Mind Raker,BFZ,它吞噬所有勝利的夢想。,
Mist Intruder,BFZ,荒漠如疾風般迅速蔓延。,
Molten Nursery,BFZ,「有些路繞不得。」〜抄捷徑鬼怪食蟲拉夫,
Murasa Ranger,BFZ,「如果你還沒準備好上陣，希望你已經準備好了後事。」,
Murk Strider,BFZ,你能看到它時，就已經太遲了。,
Natural Connection,BFZ,「贊迪卡絕不投降，我們也不會。」,
Nirkana Assassin,BFZ,涅卡那殺手將蜥怪骨髓與毒柳樹液和其他有毒物種的體液混合，製成了無解的毒藥合劑。,
Nissa's Renewal,BFZ,妮莎恢復與贊迪卡的聯繫之後，她感受到時空力量在她全身翻騰。,
"Noyan Dar, Roil Shaper",BFZ,諾言達曾任息法師多年，原本致力於平息贊迪卡怒火的他，如今已轉而設法令其激揚～而這要簡單得多。,
Oblivion Sower,BFZ,奧札奇飢渴無度，吞噬不絕。,
Ondu Champion,BFZ,「讓牛頭怪來指揮軍隊，你會發現每名戰士都像是頭上長出了雙角。」～基定尤拉,
Ondu Greathorn,BFZ,「壞脾氣的野獸啊，願你巨角就此卡在奧札奇猙獰臉孔之中！」～哥馬法達遊牧人布斯陶,
Oracle of Dust,BFZ,無論它在找什麼，找到之前都絕不會停手。,
Oran-Rief Invoker,BFZ,「這世界對我們沒有敵意，我們對它來說不值一顧，且不具危險性。」～《召現師傳說》,
Outnumber,BFZ,能舉起武器者，都加入了重奪海戶的戰鬥。,
Painful Truths,BFZ,由於奧札奇的擴張，任何能讓贊迪卡抵抗者獲得優勢的秘密都值得冒險一尋。,
