Enigma Sphinx,Sphinx du logogriphe,Créature—artefact : sphinx,"Vol
Quand le Sphinx du logogriphe est mis dans votre cimetière depuis le champ de bataille, mettez-le en troisième position au-dessus de votre bibliothèque.
Cascade #(Quand vous lancez ce sort, exilez les cartes du dessus de votre bibliothèque jusqu'à ce que vous exiliez une carte non-terrain d'un coût inférieur. Vous pouvez la lancer sans payer son coût de mana. Mettez les cartes exilées au-dessous de la bibliothèque dans un ordre aléatoire.)#"
Enlisted Wurm,Guivre conscrite,Créature : guivre,"Cascade #(Quand vous lancez ce sort, exilez les cartes du dessus de votre bibliothèque jusqu'à ce que vous exiliez une carte non-terrain d'un coût inférieur. Vous pouvez la lancer sans payer son coût de mana. Mettez les cartes exilées au-dessous de la bibliothèque dans un ordre aléatoire.)#"
Esper Sojourners,Séjourneurs d'Esper,Créature—artefact : vedalken et sorcier,"Quand vous recyclez les Séjourneurs d'Esper ou qu'ils sont mis dans un cimetière depuis le jeu, vous pouvez engager ou dégager un permanent ciblé.
Recyclage {2}{U} #({2}{U}, défaussez-vous de cette carte : Piochez une carte.)#"
Esper Stormblade,Oragalfange d'Esper,Créature—artefact : vedalken et sorcier,"Tant que vous contrôlez un autre permanent multicolore, l'Oragalfange d'Esper gagne +1/+1 et a le vol."
Ethercaste Knight,Chevalier de la caste de l'étherium,Créature—artefact : humain et chevalier,"Exaltation #(À chaque fois qu'une créature que vous contrôlez attaque seule, cette créature gagne +1/+1 jusqu'à la fin du tour.)#"
Etherium Abomination,Abomination d'étherium,Créature—artefact : horreur,Exhumation {1}{U}{B} #({1}{U}{B} : Renvoyez en jeu cette carte depuis votre cimetière. Elle acquiert la célérité. Retirez-la de la partie à la fin du tour ou si elle devait quitter le jeu. N'exhumez que lorsque vous pourriez jouer un rituel.)#
Ethersworn Shieldmage,Protecmage des Éthermentés,Créature—artefact : vedalken et sorcier,"Flash
Quand la Protecmage des Éthermentés arrive en jeu, prévenez toutes les blessures qui devraient être infligées aux créatures-artefacts ce tour-ci."
Etherwrought Page,Page d'étherium,Artefact,"Au début de votre entretien, choisissez l'un — Vous gagnez 2 points de vie ; ou regardez la carte du dessus de votre bibliothèque et vous pouvez ensuite mettre cette carte dans votre cimetière ; ou chaque adversaire perd 1 point de vie."
Fieldmist Borderpost,Borne frontière d'Herbebrume,Artefact,"Vous pouvez payer {1} et renvoyer un terrain de base que vous contrôlez dans la main de son propriétaire à la place de payer le coût de mana de la Borne frontière d'Herbebrume.
La Borne frontière d'Herbebrume arrive en jeu engagée.
{T} : Ajoutez {W} ou {U} à votre réserve."
Fight to the Death,Combat à mort,Éphémère,Détruisez toutes les créatures bloqueuses et toutes les créatures bloquées.
Filigree Angel,Ange de filigrane,Créature—artefact : ange,"Vol
Quand l'Ange de filigrane arrive sur le champ de bataille, vous gagnez 3 points de vie pour chaque artefact que vous contrôlez."
Finest Hour,Heure de gloire,Enchantement,"Exaltation #(À chaque fois qu'une créature que vous contrôlez attaque seule, cette créature gagne +1/+1 jusqu'à la fin du tour.)#
À chaque fois qu'une créature que vous contrôlez attaque seule, si c'est la première phase de combat du tour, dégagez cette créature. Cette phase est suivie d'une phase de combat supplémentaire."
Firewild Borderpost,Borne frontière de Feurustre,Artefact,"Vous pouvez payer {1} et renvoyer un terrain de base que vous contrôlez dans la main de son propriétaire à la place de payer le coût de mana de la Borne frontière de Feurustre.
La Borne frontière de Feurustre arrive en jeu engagée.
{T} : Ajoutez {R} ou {G} à votre réserve."
Flurry of Wings,Concert d'ailes,Éphémère,"Mettez en jeu X jetons de créature 1/1 blanche Oiseau et Soldat avec le vol, X étant le nombre de créatures attaquantes."
Giant Ambush Beetle,Punaise embusquée géante,Créature : insecte,"Célérité
Quand la Punaise embusquée géante arrive en jeu, vous pouvez faire que la créature ciblée la bloque ce tour-ci si possible."
Glassdust Hulk,Carcasse de poussière de verre,Créature—artefact : golem,"À chaque fois qu'un autre artefact arrive en jeu sous votre contrôle, la Carcasse de poussière de verre gagne +1/+1 jusqu'à la fin du tour et est imblocable ce tour-ci.
Recyclage {WU} #({WU}, défaussez-vous de cette carte : Piochez une carte.)#"
Glory of Warfare,Gloire du combat,Enchantement,"Tant que c'est votre tour, les créatures que vous contrôlez gagnent +2/+0.
Tant que ce n'est pas votre tour, les créatures que vous contrôlez gagnent +0/+2."
Gloryscale Viashino,Viashino à la peau de gloire,Créature : viashino et soldat,"À chaque fois que vous jouez un sort multicolore, le Viashino à la peau de gloire gagne +3/+3 jusqu'à la fin du tour."
Godtracker of Jund,Pistedieu de Jund,Créature : elfe et shamane,"À chaque fois qu'une créature de force supérieure ou égale à 5 arrive en jeu sous votre contrôle, vous pouvez mettre un marqueur +1/+1 sur le Pistedieu de Jund."
Gorger Wurm,Guivre avaleuse,Créature : guivre,"Dévorement 1 #(Au moment où cette créature arrive en jeu, vous pouvez sacrifier le nombre de créatures de votre choix. Cette créature arrive en jeu avec ce nombre de marqueurs +1/+1 sur elle.)#"
Grixis Grimblade,Mornalfange de Grixis,Créature : zombie et guerrier,"Tant que vous contrôlez un autre permanent multicolore, le Mornalfange de Grixis gagne +1/+1 et a le contact mortel. #(À chaque fois qu'elle inflige des blessures à une créature, détruisez la créature blessée.)#"
Grixis Sojourners,Séjourneurs de Grixis,Créature : zombie et ogre,"Quand vous recyclez les Séjourneurs de Grixis ou qu'ils sont mis dans un cimetière depuis le jeu, vous pouvez retirer de la partie une carte ciblée dans un cimetière.
Recyclage {2}{B} #({2}{B}, défaussez-vous de cette carte : Piochez une carte.)#"
Grizzled Leotau,Léotau grison,Créature : chat,
Identity Crisis,Crise d'identité,Rituel,Retirez de la partie toutes les cartes du cimetière et de la main du joueur ciblé.
Igneous Pouncer,Bondisseur ignescent,Créature : élémental,"Célérité
Recyclage de marais {2}, recyclage de montagne {2} #({2}, défaussez-vous de cette carte : Cherchez dans votre bibliothèque une carte de marais ou de montagne, révélez-la et mettez-la dans votre main. Mélangez ensuite votre bibliothèque.)#"
Illusory Demon,Démon illusoire,Créature : démon et illusion,"Vol
Quand vous jouez un sort, sacrifiez le Démon illusoire."
Intimidation Bolt,Éclair d'intimidation,Éphémère,L'Éclair d'intimidation inflige 3 blessures à la créature ciblée. Les autres créatures ne peuvent pas attaquer ce tour-ci.
"Jenara, Asura of War","Jenara, asura de guerre",Créature légendaire : ange,"Vol
{1}{W} : Mettez un marqueur +1/+1 sur Jenara, asura de guerre."
Jhessian Zombies,Zombies jhessiens,Créature : zombie,"Peur #(Cette créature ne peut pas être bloquée excepté par des créatures-artefacts et/ou des créatures noires.)#
Recyclage d'île {2}, recyclage de marais {2} #({2}, défaussez-vous de cette carte : Cherchez dans votre bibliothèque une carte d'île ou de marais, révélez-la et mettez-la dans votre main. Mélangez ensuite votre bibliothèque.)#"
Jund Hackblade,Taillalfange de Jund,Créature : gobelin et berserker,"Tant que vous contrôlez un autre permanent multicolore, le Taillalfange de Jund gagne +1/+1 et a la célérité."
Jund Sojourners,Séjourneurs de Jund,Créature : viashino et shamane,"Quand vous recyclez les Séjourneurs de Jund ou qu'ils sont mis dans un cimetière depuis le jeu, vous pouvez faire qu'ils infligent 1 blessure à une cible, créature ou joueur.
Recyclage {2}{R} #({2}{R}, défaussez-vous de cette carte : Piochez une carte.)#"
"Karrthus, Tyrant of Jund","Karrthus, tyran de Jund",Créature légendaire : dragon,"Vol, célérité
Quand Karrthus, tyran de Jund arrive en jeu, acquérez le contrôle de tous les dragons, puis dégagez tous les dragons.
Les autres créatures Dragon que vous contrôlez ont la célérité."
Kathari Bomber,Grenadier kathari,Créature : oiseau et shamane,"Vol
Quand le Grenadier kathari inflige des blessures de combat à un joueur, mettez en jeu deux jetons de créature 1/1 rouge Gobelin et sacrifiez le Grenadier kathari.
Exhumation {3}{B}{R} #({3}{B}{R} : Renvoyez en jeu cette carte depuis votre cimetière. Elle acquiert la célérité. Retirez-la de la partie à la fin du tour ou si elle devait quitter le jeu. N'exhumez que lorsque vous pourriez jouer un rituel.)#"
Kathari Remnant,Vestige kathari,Créature : oiseau et squelette,"Vol
{B} : Régénérez le Vestige kathari.
Cascade #(Quand vous lancez ce sort, exilez les cartes du dessus de votre bibliothèque jusqu'à ce que vous exiliez une carte non-terrain d'un coût inférieur. Vous pouvez la lancer sans payer son coût de mana. Mettez les cartes exilées au-dessous de la bibliothèque dans un ordre aléatoire.)#"
Knight of New Alara,Chevalier de la Nouvelle Alara,Créature : humain et chevalier,Chaque autre créature multicolore que vous contrôlez gagne +1/+1 pour chacune de ses couleurs.
Knotvine Paladin,Paladin de Nœudevigne,Créature : humain et chevalier,"À chaque fois que le Paladin de Nœudevigne attaque, il gagne +1/+1 jusqu'à la fin du tour pour chaque créature dégagée que vous contrôlez."
Lavalanche,Lavalanche,Rituel,La Lavalanche inflige X blessures au joueur ciblé et à chaque créature qu'il contrôle.
Leonin Armorguard,Garde cuirassé léonin,Créature : chat et soldat,"Quand le Garde cuirassé léonin arrive en jeu, les créatures que vous contrôlez gagnent +1/+1 jusqu'à la fin du tour."
Lich Lord of Unx,Seigneur liche d'Unx,Créature : zombie et sorcier,"{U}{B}, {T} : Mettez en jeu un jeton de créature 1/1 bleue et noire Zombie et Sorcier.
{U}{U}{B}{B} : Le joueur ciblé perd X points de vie et met les X cartes du dessus de sa bibliothèque dans son cimetière, X étant le nombre de zombies que vous contrôlez."
Lightning Reaver,Écumeur d'éclairs,Créature : zombie et bête,"Peur, célérité
À chaque fois que l'Écumeur d'éclairs inflige des blessures de combat à un joueur, placez un marqueur « charge » sur lui.
À la fin de votre tour, l'Écumeur d'éclairs inflige à chaque adversaire un nombre de blessures égal au nombre de marqueurs « charge » qu'il a sur lui."
Lord of Extinction,Seigneur de l'extinction,Créature : élémental,La force et l'endurance du Seigneur de l'extinction sont chacune égale au nombre de cartes dans tous les cimetières.
Lorescale Coatl,Coatl aux écailles de sapience,Créature : serpent,"À chaque fois que vous piochez une carte, vous pouvez mettre un marqueur +1/+1 sur le Coatl aux écailles de sapience."
Madrush Cyclops,Cyclope folhâte,Créature : cyclope et guerrier,Les créatures que vous contrôlez ont la célérité.
Maelstrom Nexus,Nexus du Maelstrom,Enchantement,"Le premier sort que vous jouez à chaque tour a la cascade. #(Quand vous jouez votre premier sort, retirez de la partie les cartes du dessus de votre bibliothèque jusqu'à ce que vous retiriez une carte non-terrain d'un coût inférieur. Vous pouvez la jouer sans payer son coût de mana. Mettez les cartes retirées au-dessous de la bibliothèque dans un ordre aléatoire.)#"
Maelstrom Pulse,Pulsation du Maelstrom,Rituel,Détruisez le permanent non-terrain ciblé et tous les autres permanents ayant le même nom.
Mage Slayer,Tueur de mage,Artefact : équipement,"À chaque fois que la créature équipée attaque, elle inflige au joueur défenseur un nombre de blessures égal à sa force.
Équipement {3}"
Magefire Wings,Ailes de feu magique,Enchantement : aura,"Enchanter : créature
La créature enchantée gagne +2/+0 et a le vol."
Marisi's Twinclaws,Jumegriffes de Marisi,Créature : chat et guerrier,Double initiative
Marrow Chomper,Brifaud de moelle,Créature : zombie et lézard,"Dévorement 2 #(Au moment où cette créature arrive en jeu, vous pouvez sacrifier le nombre de créatures de votre choix. Cette créature arrive en jeu avec deux fois ce nombre de marqueurs +1/+1 sur elle.)#
Quand le Brifaud de moelle arrive en jeu, vous gagnez 2 points de vie pour chaque créature qu'il a dévoré."
Mask of Riddles,Masque d'énigmes,Artefact : équipement,"La créature équipée a la peur.
À chaque fois que la créature équipée inflige des blessures de combat à un joueur, vous pouvez piocher une carte.
Équipement {2}"
Mayael's Aria,Aria de Mayael,Enchantement,"Au début de votre entretien, mettez un marqueur +1/+1 sur chaque créature que vous contrôlez si vous contrôlez une créature de force supérieure ou égale à 5. Vous gagnez ensuite 10 points de vie si vous contrôlez une créature de force supérieure ou égale à 10. Vous gagnez ensuite la partie si vous contrôlez une créature de force supérieure ou égale à 20."
Meddling Mage,Ingérence du mage,Créature : sorcier,"Au moment où l'Ingérence du mage arrive en jeu, nommez une carte non-terrain.
La carte nommée ne peut pas être jouée."
Messenger Falcons,Faucons coursiers,Créature : oiseau,"Vol
Quand les Faucons coursiers arrivent en jeu, piochez une carte."
Mind Funeral,Funérailles de l'esprit,Rituel,L'adversaire ciblé révèle les cartes du dessus de sa bibliothèque jusqu'à ce que quatre cartes de terrain soient révélées. Ce joueur met toutes les cartes révélées de cette manière dans son cimetière.
Mistvein Borderpost,Borne frontière de Brumeveine,Artefact,"Vous pouvez payer {1} et renvoyer un terrain de base que vous contrôlez dans la main de son propriétaire à la place de payer le coût de mana de la Borne frontière de Brumeveine.
La Borne frontière de Brumeveine arrive en jeu engagée.
{T} : Ajoutez {U} ou {B} à votre réserve."
Monstrous Carabid,Carabe monstrueux,Créature : insecte,"Le Carabe monstrueux attaque à chaque tour si possible.
Recyclage {BR} #({BR}, défaussez-vous de cette carte : Piochez une carte.)#"
Morbid Bloom,Floraison morbide,Rituel,"Retirez de la partie une carte de créature ciblée dans un cimetière et mettez ensuite en jeu X jetons de créature 1/1 verte Saprobionte, X étant l'endurance de la carte retirée."
Mycoid Shepherd,Berger fongique,Créature : fongus,"À chaque fois que le Berger fongique ou qu'une autre créature de force supérieure ou égale à 5 que vous contrôlez est mise dans un cimetière depuis le jeu, vous pouvez gagner 5 points de vie."
Naya Hushblade,Muetalfange de Naya,Créature : elfe et gredin,"Tant que vous contrôlez un autre permanent multicolore, la Muetalfange de Naya gagne +1/+1 et a le linceul. #(Elle ne peut pas être la cible de sorts ou de capacités.)#"
Naya Sojourners,Séjourneurs de Naya,Créature : elfe et shamane,"Quand vous recyclez les Séjourneurs de Naya ou qu'ils sont mis dans un cimetière depuis le jeu, vous pouvez mettre un marqueur +1/+1 sur la créature ciblée.
Recyclage {2}{G} #({2}{G}, défaussez-vous de cette carte : Piochez une carte.)#"
Necromancer's Covenant,Pacte du nécromancien,Enchantement,"Quand le Pacte du nécromancien arrive sur le champ de bataille, exilez toutes les cartes de créature depuis le cimetière du joueur ciblé et mettez ensuite sur le champ de bataille un jeton de créature 2/2 noire Zombie pour chaque carte exilée de cette manière.
Les zombies que vous contrôlez ont le lien de vie."
Nemesis of Reason,Némésis de la Raison,Créature : léviathan et horreur,"À chaque fois que la Némésis de la Raison attaque, le joueur défenseur met les dix cartes du dessus de sa bibliothèque dans son cimetière."
Nulltread Gargantuan,Gargantuesque nulletrace,Créature : bête,"Quand le Gargantuesque nulletrace arrive en jeu, mettez une créature que vous contrôlez au-dessus de la bibliothèque de son propriétaire."
Offering to Asha,Offrande à Asha,Éphémère,Contrecarrez le sort ciblé à moins que son contrôleur ne paie {4}. Vous gagnez 4 points de vie.
Pale Recluse,Pâle recluse,Créature : araignée,"Portée #(Cette créature peut bloquer les créatures avec le vol.)#
Recyclage de forêt {2}, recyclage de plaine {2} #({2}, défaussez-vous de cette carte : Cherchez dans votre bibliothèque une carte de forêt ou de plaine, révélez-la et mettez-la dans votre main. Mélangez ensuite votre bibliothèque.)#"
Predatory Advantage,Avantage prédatoire,Enchantement,"À la fin du tour de chaque adversaire, si ce joueur n'a pas joué de sort de créature ce tour-ci, mettez en jeu un jeton de créature 2/2 verte Lézard."
Putrid Leech,Sangsue putride,Créature : zombie et sangsue,Payez 2 points de vie : La Sangsue putride gagne +2/+2 jusqu'à la fin du tour. Ne jouez cette capacité qu'une seule fois par tour.
Qasali Pridemage,Bandemage qasali,Créature : chat et sorcier,"Exaltation #(À chaque fois qu'une créature que vous contrôlez attaque seule, cette créature gagne +1/+1 jusqu'à la fin du tour.)#
{1}, sacrifiez le Bandemage qasali : Détruisez l'artefact ou l'enchantement ciblé."
Reborn Hope,Espoir renaissant,Rituel,Renvoyez une carte multicolore ciblée depuis votre cimetière dans votre main.
Retaliator Griffin,Griffon talion,Créature : griffon,"Vol
À chaque fois qu'une source qu'un adversaire contrôle vous inflige des blessures, vous pouvez mettre autant de marqueurs +1/+1 sur le Griffon talion."
Rhox Brute,Brute rhox,Créature : rhinocéros et guerrier,
Sages of the Anima,Sages de l'Anima,Créature : elfe et sorcier,"Si vous deviez piocher une carte, révélez les trois cartes du dessus de votre bibliothèque à la place. Mettez toutes les cartes de créature révélées de cette manière dans votre main et le reste au-dessous de votre bibliothèque dans n'importe quel ordre."
Sanctum Plowbeast,Labourin du sanctuaire,Créature—artefact : bête,"Défenseur
Recyclage de plaine {2}, recyclage d'île {2} #({2}, défaussez-vous de cette carte : Cherchez dans votre bibliothèque une carte de plaine ou d'île, révélez-la et mettez-la dans votre main. Mélangez ensuite votre bibliothèque.)#"
Sangrite Backlash,Contrecoup de sangrite,Enchantement : aura,"Enchanter : créature
La créature enchantée gagne +3/-3."
Sanity Gnawers,Rongeurs de sanité,Créature : rat,"Quand les Rongeurs de sanité arrivent en jeu, le joueur ciblé se défausse d'une carte au hasard."
Sen Triplets,Triplettes Sen,Créature—artefact légendaire : humain et sorcier,"Au début de votre entretien, choisissez un adversaire ciblé. Ce tour-ci, ce joueur ne peut pas jouer de sorts ou de capacités activées et il joue avec sa main révélée. Vous pouvez jouer des cartes depuis la main de ce joueur ce tour-ci."
Sewn-Eye Drake,Drakôn aux paupières cousues,Créature : zombie et drakôn,"Vol, célérité"
Shield of the Righteous,Bouclier du Juste,Artefact : équipement,"La créature équipée gagne +0/+2 et a la vigilance.
À chaque fois que la créature équipée bloque une créature, cette créature ne se dégage pas pendant la prochaine étape de dégagement de son contrôleur.
Équipement {2}"
Sigil Captain,Capitaine aux sigilles,Créature : rhinocéros et soldat,"À chaque fois qu'une créature arrive sur le champ de bataille sous votre contrôle, si cette créature est 1/1, mettez deux marqueurs +1/+1 sur elle."
Sigil of the Nayan Gods,Sigille des dieux nayens,Enchantement : aura,"Enchanter : créature
La créature enchantée gagne +1/+1 pour chaque créature que vous contrôlez.
Recyclage {GW} #({GW}, défaussez-vous de cette carte : Piochez une carte.)#"
Sigiled Behemoth,Béhémoth sigillé,Créature : bête,"Exaltation #(À chaque fois qu'une créature que vous contrôlez attaque seule, cette créature gagne +1/+1 jusqu'à la fin du tour.)#"
Singe-Mind Ogre,Ogre crame-esprit,Créature : ogre et mutant,"Quand l'Ogre crame-esprit arrive en jeu, le joueur ciblé révèle une carte de sa main au hasard, puis perd un nombre de points de vie égal au coût converti de mana de cette carte."
Skyclaw Thrash,Rosse griffeciel,Créature—artefact : viashino et guerrier,"À chaque fois que le Rosse griffeciel attaque, jouez à pile ou face. Si vous gagnez, le Rosse griffeciel gagne +1/+1 et acquiert le vol jusqu'à la fin du tour."
Slave of Bolas,Esclave de Bolas,Rituel,Acquérez le contrôle de la créature ciblée. Dégagez cette créature. Elle acquiert la célérité jusqu'à la fin du tour. Sacrifiez-la au début de la prochaine étape de fin.
Soul Manipulation,Manipulation de l'âme,Éphémère,Choisissez l'un ou les deux — Contrecarrez le sort de créature ciblé ; et/ou renvoyez dans votre main une carte de créature ciblée de votre cimetière.
Soulquake,Séisme de l'âme,Rituel,Renvoyez toutes les créatures en jeu et toutes les cartes de créature se trouvant dans les cimetières dans les mains de leurs propriétaires.
Sovereigns of Lost Alara,Souverains de l'Alara perdue,Créature : esprit,"Exaltation #(À chaque fois qu'une créature que vous contrôlez attaque seule, cette créature gagne +1/+1 jusqu'à la fin du tour.)#
À chaque fois qu'une créature que vous contrôlez attaque seule, vous pouvez chercher dans votre bibliothèque une carte d'aura qui pourrait enchanter cette créature, la mettre en jeu attachée à cette créature et mélanger ensuite votre bibliothèque."
Spellbound Dragon,Dragon ensorcelé,Créature : dragon,"Vol
À chaque fois que le Dragon ensorcelé attaque, piochez une carte, puis défaussez-vous d'une carte. Le Dragon ensorcelé gagne +X/+0 jusqu'à la fin du tour, X étant le coût converti de mana de la carte défaussée."
Spellbreaker Behemoth,Béhémoth brisesort,Créature : bête,"Le Béhémoth brisesort ne peut pas être contrecarré.
Les sorts de créature que vous contrôlez de force supérieure ou égale à 5 ne peuvent pas être contrecarrés."
Sphinx of the Steel Wind,Sphinge du Vent d'acier,Créature—artefact : sphinx,"Vol, initiative, vigilance, lien de vie, protection contre le rouge et protection contre le vert"
Stormcaller's Boon,Faveur du meneur d'orage,Enchantement,"Sacrifiez la Faveur du meneur d'orage : Les créatures que vous contrôlez acquièrent le vol jusqu'à la fin du tour.
Cascade #(Quand vous jouez ce sort, retirez de la partie les cartes du dessus de votre bibliothèque jusqu'à ce que vous retiriez une carte non-terrain d'un coût inférieur. Vous pouvez la jouer sans payer son coût de mana. Mettez les cartes retirées au-dessous de la bibliothèque dans un ordre aléatoire.)#"
Stun Sniper,Franc-tireuse étourdissante,Créature : humain et archer,"{1}, {T} : La Franc-tireuse étourdissante inflige 1 blessure à la créature ciblée. Engagez cette créature."
Tainted Sigil,Sigille souillé,Artefact,"{T}, sacrifiez le Sigille souillé : Vous gagnez un nombre de points de vie égal au total de points de vie perdus par tous les joueurs ce tour-ci. #(Les blessures provoquent la perte de points de vie.)#"
