Cloven Casting,Gespaltenes Zaubern,Verzauberung,"Immer wenn du einen mehrfarbigen Spontanzauber oder eine mehrfarbige Hexerei spielst, kannst du {1} bezahlen. Falls du dies tust, kopiere den Zauberspruch. Du kannst neue Ziele für die Kopie bestimmen."
Colossal Might,Kolossale Macht,Spontanzauber,Eine Kreatur deiner Wahl erhält +4/+2 und verursacht bis zum Ende des Zuges Trampelschaden.
Crystallization,Kristallisierung,Verzauberung — Aura,"Kreaturenverzauberung
Die verzauberte Kreatur kann nicht angreifen oder blocken.
Wenn die verzauberte Kreatur das Ziel eines Zauberspruchs oder einer Fähigkeit wird, entferne diese Kreatur ganz aus dem Spiel."
Dauntless Escort,Furchtlose Eskorte,"Kreatur — Nashorn, Soldat","Opfere die Furchtlose Eskorte: Kreaturen, die du kontrollierst, sind in diesem Zug unzerstörbar."
Deadshot Minotaur,Todeswurf-Minotaurus,Kreatur — Minotaurus,"Wenn der Todeswurf-Minotaurus ins Spiel kommt, fügt er einer fliegenden Kreatur deiner Wahl 3 Schadenspunkte zu.
Umwandlung {RG} #({RG}, wirf diese Karte aus deiner Hand ab: Ziehe eine Karte.)#"
Deathbringer Thoctar,Todesbringer-Thoktar,"Kreatur — Zombie, Bestie","Immer wenn eine andere Kreatur stirbt, kannst du eine +1/+1-Marke auf den Todesbringer-Thoktar legen.
Entferne eine +1/+1-Marke vom Todesbringer-Thoktar: Der Todesbringer-Thoktar fügt einer Kreatur oder einem Spieler deiner Wahl 1 Schadenspunkt zu."
Defiler of Souls,Schänder der Seelen,Kreatur — Dämon,"Fliegend
Zu Beginn des Versorgungssegments jedes Spielers opfert dieser Spieler eine einfarbige Kreatur."
Demonic Dread,Dämonische Schreckgestalt,Hexerei,"Kaskade #(Wenn du diesen Zauberspruch spielst, entferne solange die oberste Karte deiner Bibliothek ganz aus dem Spiel, bis du eine Karte entfernst, die weniger kostet als diese und die kein Land ist. Du kannst sie spielen, ohne ihre Manakosten zu bezahlen. Lege die so entfernten Karten in zufälliger Reihenfolge unter deine Bibliothek.)#
Eine Kreatur deiner Wahl kann in diesem Zug nicht blocken."
Demonspine Whip,Dämonenwirbel-Peitsche,Artefakt — Ausrüstung,"{X}: Die ausgerüstete Kreatur erhält +X/+0 bis zum Ende des Zuges.
Ausrüsten {1}"
Deny Reality,Realität leugnen,Hexerei,"Kaskade #(Wenn du diesen Zauberspruch wirkst, schicke solange die oberste Karte deiner Bibliothek ins Exil, bis du eine Karte aufdeckst, die weniger kostet als diese und die kein Land ist. Du kannst sie wirken, ohne ihre Manakosten zu bezahlen. Lege die so ins Exil geschickten Karten in zufälliger Reihenfolge unter deine Bibliothek.)#
Bringe eine bleibende Karte deiner Wahl auf die Hand ihres Besitzers zurück."
Double Negative,Doppelte Verneinung,Spontanzauber,Neutralisiere bis zu zwei Zaubersprüche deiner Wahl.
Dragon Appeasement,Drachen-Besänftigung,Verzauberung,"Übergehe dein Ziehsegment.
Immer wenn du eine Kreatur opferst, kannst du eine Karte ziehen."
Dragon Broodmother,Drachenbrutmutter,Kreatur — Drache,"Fliegend
Bringe zu Beginn jedes Versorgungssegments einen 1/1 roten und grünen Drachen-Kreaturenspielstein mit Flugfähigkeit und Verschlingen 2 ins Spiel. #(Sowie der Spielstein ins Spiel kommt, kannst du eine beliebige Anzahl an Kreaturen opfern. Er kommt mit doppelt so vielen +1/+1-Marken ins Spiel.)#"
Drastic Revelation,Drastische Offenbarung,Hexerei,Wirf die Karten auf deiner Hand ab. Ziehe sieben Karten und wirf dann drei zufällig bestimmte Karten aus deiner Hand ab.
Enigma Sphinx,Rätsel-Sphinx,Artefaktkreatur — Sphinx,"Fliegend
Wenn die Rätsel-Sphinx aus dem Spiel auf den Friedhof gelegt wird, lege sie als dritte Karte von oben in deine Bibliothek.
Kaskade #(Wenn du diesen Zauberspruch wirkst, schicke solange die oberste Karte deiner Bibliothek ins Exil, bis du eine Karte aufdeckst, die weniger kostet als diese und die kein Land ist. Du kannst sie wirken, ohne ihre Manakosten zu bezahlen. Lege die so ins Exil geschickten Karten in zufälliger Reihenfolge unter deine Bibliothek.)#"
Enlisted Wurm,Verpflichteter Wurm,Kreatur — Wurm,"Kaskade #(Wenn du diesen Zauberspruch wirkst, schicke solange die oberste Karte deiner Bibliothek ins Exil, bis du eine Karte aufdeckst, die weniger kostet als diese und die kein Land ist. Du kannst sie wirken, ohne ihre Manakosten zu bezahlen. Lege die so ins Exil geschickten Karten in zufälliger Reihenfolge unter deine Bibliothek.)#"
Esper Sojourners,Besucher aus Esper,"Artefaktkreatur — Vedalken, Zauberer","Wenn du die Besucher aus Esper umwandelst oder sie aus dem Spiel auf den Friedhof gelegt werden, kannst du eine bleibende Karte deiner Wahl tappen oder enttappen.
Umwandlung {2}{U} #({2}{U}, wirf diese Karte aus deiner Hand ab: Ziehe eine Karte.)#"
Esper Stormblade,Stürmischer Kämpfer aus Esper,"Artefaktkreatur — Vedalken, Zauberer","Solange du eine andere mehrfarbige bleibende Karte kontrollierst, erhält der Stürmische Kämpfer aus Esper +1/+1 und Flugfähigkeit."
Ethercaste Knight,Ritter der Ätherkaste,"Artefaktkreatur — Mensch, Ritter","Edelmut #(Immer wenn eine Kreatur, die du kontrollierst, alleine angreift, erhält diese Kreatur +1/+1 bis zum Ende des Zuges.)#"
Etherium Abomination,Ätherium-Scheußlichkeit,Artefaktkreatur — Schrecken,Exhumieren {1}{U}{B} #({1}{U}{B}: Bringe diese Karte aus deinem Friedhof ins Spiel zurück. Sie hat Eile. Entferne sie am Ende des Zuges oder falls sie das Spiel verlassen würde ganz aus dem Spiel. Spiele Exhumieren nur wie eine Hexerei.)#
Ethersworn Shieldmage,Äthergläubiger Schildmagier,"Artefaktkreatur — Vedalken, Zauberer","Aufblitzen
Wenn der Äthergläubige Schildmagier ins Spiel kommt, verhindere alle Schadenspunkte, die in diesem Zug Artefaktkreaturen zugefügt würden."
Etherwrought Page,Äthergefertigte Seite,Artefakt,"Bestimme zu Beginn deines Versorgungssegments eines — Du erhältst 2 Lebenspunkte dazu; oder schaue dir die oberste Karte deiner Bibliothek an, du kannst sie danach auf deinen Friedhof legen; oder alle Gegner verlieren 1 Lebenspunkt."
Fieldmist Borderpost,Feldnebel-Grenzstein,Artefakt,"Du kannst {1} bezahlen und ein Standardland, das du kontrollierst, auf die Hand seines Besitzers zurückbringen, anstatt die Manakosten des Feldnebel-Grenzsteins zu bezahlen.
Der Feldnebel-Grenzstein kommt getappt ins Spiel.
{T}: Erhöhe deinen Manavorrat um {W} oder {U}."
Fight to the Death,Kampf bis zum Tod,Spontanzauber,Zerstöre alle blockenden und alle geblockten Kreaturen.
Filigree Angel,Engel des Filigranen,Artefaktkreatur — Engel,"Fliegend
Wenn der Engel des Filigranen ins Spiel kommt, erhältst du für jedes Artefakt, das du kontrollierst, 3 Lebenspunkt dazu."
Finest Hour,Beste Zeit,Verzauberung,"Edelmut #(Immer wenn eine Kreatur, die du kontrollierst, alleine angreift, erhält diese Kreatur +1/+1 bis zum Ende des Zuges.)#
Immer wenn eine Kreatur, die du kontrollierst, alleine angreift, enttappe diese Kreatur, falls es die erste Kampfphase des Zuges ist. Nach dieser Phase gibt es eine zusätzliche Kampfphase."
Firewild Borderpost,Feuerwild-Grenzstein,Artefakt,"Du kannst {1} bezahlen und ein Standardland, das du kontrollierst, auf die Hand seines Besitzers zurückbringen, anstatt die Manakosten des Feuerwild-Grenzsteins zu bezahlen.
Der Feuerwild-Grenzstein kommt getappt ins Spiel.
{T}: Erhöhe deinen Manavorrat um {R} oder {G}."
Flurry of Wings,Flügelgestöber,Spontanzauber,"Bringe X 1/1 weiße #(Vogel, Soldat)#-Kreaturenspielsteine mit Flugfähigkeit ins Spiel, wobei X gleich der Anzahl der angreifenden Kreaturen ist."
Giant Ambush Beetle,Riesiger Überfallkäfer,Kreatur — Insekt,"Eile
Wenn der Riesige Überfallkäfer ins Spiel kommt, kannst du eine Kreatur deiner Wahl ihn in diesem Zug blocken lassen, wenn möglich."
Glassdust Hulk,Glasstaub-Moloch,Artefaktkreatur — Golem,"Immer wenn ein anderes Artefakt unter deiner Kontrolle ins Spiel kommt, erhält der Glasstaub-Moloch +1/+1 bis zum Ende des Zuges und ist in diesem Zug unblockbar.
Umwandlung {WU} #({WU}, wirf diese Karte aus deiner Hand ab: Ziehe eine Karte.)#"
Glory of Warfare,Ruhm der Kriegskunst,Verzauberung,"So lange es dein Zug ist, haben Kreaturen, die du kontrollierst, +2/+0.
So lange es nicht dein Zug ist, haben Kreaturen, die du kontrollierst, +0/+2."
Gloryscale Viashino,Ruhmschuppen-Viashino,"Kreatur — Viashino, Soldat","Immer wenn du einen mehrfarbigen Zauberspruch spielst, erhält das Ruhmschuppen-Viashino +3/+3 bis zum Ende des Zuges."
Godtracker of Jund,Göttersucher aus Jund,"Kreatur — Elf, Schamane","Immer wenn eine Kreatur mit Stärke 5 oder mehr unter deiner Kontrolle ins Spiel kommt, kannst du eine +1/+1-Marke auf den Göttersucher aus Jund legen."
Gorger Wurm,Verschlingender Wurm,Kreatur — Wurm,"Verschlingen 1 #(Sowie diese Karte ins Spiel kommt, kannst du eine beliebige Anzahl an Kreaturen opfern. Diese Kreatur kommt mit so vielen +1/+1-Marken ins Spiel.)#"
Grixis Grimblade,Düsterer Kämpfer aus Grixis,"Kreatur — Zombie, Krieger","Solange du eine andere mehrfarbige bleibende Karte kontrollierst, erhält der Düstere Kämpfer aus Grixis +1/+1 und Todesberührung. #(Immer wenn er einer Kreatur Schaden zufügt, zerstöre jene Kreatur.)#"
Grixis Sojourners,Besucher aus Grixis,"Kreatur — Zombie, Oger","Wenn du die Besucher aus Grixis umwandelst oder sie aus dem Spiel auf den Friedhof gelegt werden, kannst du eine Karte deiner Wahl in einem Friedhof ganz aus dem Spiel entfernen.
Umwandlung {2}{B} #({2}{B}, wirf diese Karte aus deiner Hand ab: Ziehe eine Karte.)#"
Grizzled Leotau,Grauer Leotau,Kreatur — Katze,
Identity Crisis,Identitätskrise,Hexerei,Entferne alle Karten aus Hand und Friedhof eines Spielers deiner Wahl ganz aus dem Spiel.
Igneous Pouncer,Feuriger Springer,Kreatur — Elementarwesen,"Eile
Sumpfumwandlung {2}, Gebirgsumwandlung {2} #({2}, wirf diese Karte aus deiner Hand ab: Durchsuche deine Bibliothek nach einer Sumpf- oder einer Gebirgekarte, zeige diese offen vor und nimm sie auf deine Hand. Mische danach deine Bibliothek.)#"
Illusory Demon,Illusorischer Dämon,"Kreatur — Dämon, Illusion","Fliegend
Wenn du einen Zauberspruch spielst, opfere den Illusorischen Dämon."
Intimidation Bolt,Einschüchternder Donnerschlag,Spontanzauber,Der Einschüchternde Donnerschlag fügt einer Kreatur deiner Wahl 3 Schadenspunkte zu. Andere Kreaturen können in diesem Zug nicht angreifen.
"Jenara, Asura of War","Jenara, Asura des Kriegs",Legendäre Kreatur — Engel,"Fliegend
{1}{W}: Lege eine +1/+1-Marke auf Jenara, Asura des Kriegs."
Jhessian Zombies,Jhessische Zombies,Kreatur — Zombie,"Verursacht Furcht #(Diese Kreatur kann außer von Artefaktkreaturen und/oder schwarzen Kreaturen nicht geblockt werden.)#
Inselumwandlung {2}, Sumpfumwandlung {2} #({2}, wirf diese Karte aus deiner Hand ab: Durchsuche deine Bibliothek nach einer Insel- oder einer Sumpfkarte, zeige diese Karte offen vor und nimm sie auf deine Hand. Mische danach deine Bibliothek.)#"
Jund Hackblade,Hackender Kämpfer aus Jund,"Kreatur — Goblin, Berserker","Solange du eine andere mehrfarbige bleibende Karte kontrollierst, erhält der Hackende Kämpfer aus Jund +1/+1 und Eile."
Jund Sojourners,Besucher aus Jund,"Kreatur — Viashino, Schamane","Wenn du die Besucher aus Jund umwandelst oder sie aus dem Spiel auf den Friedhof gelegt werden, kannst du sie einer Kreatur oder einem Spieler deiner Wahl 1 Schadenspunkt zufügen lassen.
Umwandlung {2}{R} #({2}{R}, wirf diese Karte aus deiner Hand ab: Ziehe eine Karte.)#"
"Karrthus, Tyrant of Jund","Karrthus, Tyrann von Jund",Legendäre Kreatur — Drache,"Fliegend, Eile
Wenn Karrthus, Tyrann von Jund ins Spiel kommt, übernimm die Kontrolle über alle Drachen und enttappe dann alle Drachen.
Andere Drachen-Kreaturen, die du kontrollierst, haben Eile."
Kathari Bomber,Kathari-Bomber,"Kreatur — Vogel, Schamane","Fliegend
Wenn der Kathari-Bomber einem Spieler Kampfschaden zufügt, bringe zwei 1/1 rote Goblin-Kreaturenspielsteine ins Spiel und opfere den Kathari-Bomber.
Exhumieren {3}{B}{R} #({3}{B}{R}: Bringe diese Karte aus deinem Friedhof ins Spiel zurück. Sie hat Eile. Entferne sie am Ende des Zuges oder falls sie das Spiel verlassen würde ganz aus dem Spiel. Spiele Exhumieren nur wie eine Hexerei.)#"
Kathari Remnant,Kathari-Überrest,"Kreatur — Vogel, Skelett","Fliegend
{B}: Regeneriere den Kathari-Überrest.
Kaskade #(Wenn du diesen Zauberspruch wirkst, schicke solange die oberste Karte deiner Bibliothek ins Exil, bis du eine Karte aufdeckst, die weniger kostet als diese und die kein Land ist. Du kannst sie wirken, ohne ihre Manakosten zu bezahlen. Lege die so ins Exil geschickten Karten in zufälliger Reihenfolge unter deine Bibliothek.)#"
Knight of New Alara,Ritter des neuen Alara,"Kreatur — Mensch, Ritter","Jede andere mehrfarbige Kreatur, die du kontrollierst, erhält +1/+1 für jede ihrer Farben."
Knotvine Paladin,Knotenranken-Paladin,"Kreatur — Mensch, Ritter","Immer wenn der Knotenranken-Paladin angreift, erhält er bis zum Ende des Zuges +1/+1 für jede ungetappte Kreatur, die du kontrollierst."
Lavalanche,Lavalawine,Hexerei,"Die Lavalawine fügt einem Spieler deiner Wahl und allen Kreaturen, die er kontrolliert, X Schadenspunkte zu."
Leonin Armorguard,Leoniden-Rüstungswächter,"Kreatur — Katze, Soldat","Wenn der Leoniden-Rüstungswächter ins Spiel kommt, erhalten alle Kreaturen, die du kontrollierst, +1/+1 bis zum Ende des Zuges."
Lich Lord of Unx,Lichfürst von Unx,"Kreatur — Zombie, Zauberer","{U}{B}, {T}: Bringe einen 1/1 blauen und schwarzen #(Zombie, Zauberer)#-Kreaturenspielstein ins Spiel.
{U}{U}{B}{B}: Ein Spieler deiner Wahl verliert X Lebenspunkte und legt die obersten X Karten seiner Bibliothek auf seinen Friedhof, wobei X gleich der Anzahl der Zombies ist, die du kontrollierst."
Lightning Reaver,Gewitterplünderer,"Kreatur — Zombie, Bestie","Verursacht Furcht, Eile
Immer wenn der Gewitterplünderer einem Spieler Kampfschaden zufügt, lege eine Ladungsmarke auf ihn.
Am Ende deines Zuges fügt der Gewitterplünderer allen Gegnern so viele Schadenspunkte zu, wie Ladungsmarken auf ihm liegen."
Lord of Extinction,Fürst der Ausrottung,Kreatur — Elementarwesen,Stärke und Widerstandskraft des Fürsten der Ausrottung sind gleich der Anzahl an Karten in allen Friedhöfen.
Lorescale Coatl,Sagenschuppen-Coatl,Kreatur — Ophis,"Immer wenn du eine Karte ziehst, kannst du eine +1/+1-Marke auf den Sagenschuppen-Coatl legen."
Madrush Cyclops,Anstürmender Zyklop,"Kreatur — Zyklop, Krieger","Alle Kreaturen, die du kontrollierst, haben Eile."
Maelstrom Nexus,Mahlstrom-Nexus,Verzauberung,"Der erste Zauberspruch, den du in jedem Zug spielst, hat Kaskade. #(Wenn du deinen ersten Zauberspruch spielst, entferne solange die oberste Karte deiner Bibliothek ganz aus dem Spiel, bis du eine Karte entfernst, die weniger kostet als diese und die kein Land ist. Du kannst sie spielen, ohne ihre Manakosten zu bezahlen. Lege die so entfernten Karten in zufälliger Reihenfolge unter deine Bibliothek.)#"
Maelstrom Pulse,Puls des Mahlstroms,Hexerei,"Zerstöre eine bleibende Karte deiner Wahl, die kein Land ist, und alle anderen bleibenden Karten, die den selben Namen wie diese bleibende Karte haben."
Mage Slayer,Magiertöter,Artefakt — Ausrüstung,"Immer wenn die ausgerüstete Kreatur angreift, fügt sie dem verteidigenden Spieler Schadenspunkte in Höhe ihrer Stärke zu.
Ausrüsten {3}"
Magefire Wings,Magierfeuer-Flügel,Verzauberung — Aura,"Kreaturenverzauberung
Die verzauberte Kreatur erhält +2/+0 und Flugfähigkeit."
Marisi's Twinclaws,Marisis Zwillingskämpfer,"Kreatur — Katze, Krieger",Doppelschlag
Marrow Chomper,Markmampfer,"Kreatur — Zombie, Eidechse","Verschlingen 2 #(Sowie diese Karte ins Spiel kommt, kannst du eine beliebige Anzahl an Kreaturen opfern. Diese Kreatur kommt mit doppelt so vielen +1/+1-Marken ins Spiel.)#
Wenn der Markmampfer ins Spiel kommt, erhältst du für jede Kreatur, die er verschlungen hat, 2 Lebenspunkte dazu."
Mask of Riddles,Maske der Rätsel,Artefakt — Ausrüstung,"Die ausgerüstete Kreatur verursacht Furcht.
Immer wenn die ausgerüstete Kreatur einem Spieler Kampfschaden zufügt, kannst du eine Karte ziehen.
Ausrüsten {2}"
Mayael's Aria,Mayaels Arie,Verzauberung,"Lege zu Beginn deines Versorgungssegments eine +1/+1-Marke auf jede Kreatur, die du kontrollierst, falls du eine Kreatur mit Stärke 5 oder mehr kontrollierst. Dann erhältst du 10 Lebenspunkte dazu, falls du eine Kreatur mit Stärke 10 oder mehr kontrollierst. Dann gewinnst du das Spiel, falls du eine Kreatur mit Stärke 20 oder mehr kontrollierst."
Meddling Mage,Herumpfuschender Magier,Kreatur — Zauberer,"Nenne eine Karte außer einem Land, wenn der Herumpfuschende Magier ins Spiel kommt.
Die genannte Karte kann nicht gespielt werden."
Messenger Falcons,Brieffalken,Kreatur — Vogel,"Fliegend
Wenn die Brieffalken ins Spiel kommen, ziehe eine Karte."
Mind Funeral,Beerdigung des Verstands,Hexerei,"Ein Gegner deiner Wahl deckt Karten oben von seiner Bibliothek auf, bis er vier Länderkarten aufgedeckt hat. Dieser Spieler legt alle auf diese Weise aufgedeckten Karten auf seinen Friedhof."
Mistvein Borderpost,Nebelader-Grenzstein,Artefakt,"Du kannst {1} bezahlen und ein Standardland, das du kontrollierst, auf die Hand seines Besitzers zurückbringen, anstatt die Manakosten des Nebelader-Grenzsteins zu bezahlen.
Der Nebelader-Grenzstein kommt getappt ins Spiel.
{T}: Erhöhe deinen Manavorrat um {U} oder {B}."
Monstrous Carabid,Monströses Karabid,Kreatur — Insekt,"Das Monströse Karabid greift in jedem Zug an, falls möglich.
Umwandlung {BR} #({BR}, wirf diese Karte aus deiner Hand ab: Ziehe eine Karte.)#"
Morbid Bloom,Morbide Blüte,Hexerei,"Entferne eine Kreaturenkarte deiner Wahl aus einem Friedhof ganz aus dem Spiel und bringe dann X 1/1 grüne Saproling-Kreaturenspielsteine ins Spiel, wobei X gleich der Widerstandskraft der entfernten Karte ist."
Mycoid Shepherd,Schleimiger Schafhirte,Kreatur — Pilzwesen,"Immer wenn der Schleimige Schafhirte oder eine andere Kreatur mit Stärke 5 oder mehr, die du kontrollierst, aus dem Spiel auf einen Friedhof gelegt wird, kannst du 5 Lebenspunkte dazuerhalten."
Naya Hushblade,Schweigender Kämpfer aus Naya,"Kreatur — Elf, Räuber","Solange du eine andere mehrfarbige bleibende Karte kontrollierst, erhält der Schweigende Kämpfer aus Naya +1/+1 und ist verhüllt. #(Er kann nicht das Ziel von Zaubersprüchen oder Fähigkeiten sein.)#"
Naya Sojourners,Besucher aus Naya,"Kreatur — Elf, Schamane","Wenn du die Besucher aus Naya umwandelst oder sie aus dem Spiel auf den Friedhof gelegt werden, kannst du eine +1/+1-Marke auf eine Kreatur deiner Wahl legen.
Umwandlung {2}{G} #({2}{G}, wirf diese Karte aus deiner Hand ab: Ziehe eine Karte.)#"
Necromancer's Covenant,Abkommen des Nekromagiers,Verzauberung,"Wenn das Abkommen des Nekromagiers ins Spiel kommt, schicke alle Kreaturenkarten aus dem Friedhof eines Spielers deiner Wahl ins Exil und bringe dann für jede auf diese Weise ins Exil geschickte Karte einen 2/2 schwarzen Zombie-Kreaturenspielstein ins Spiel.
Zombies, die du kontrollierst, haben Lebensverknüpfung."
Nemesis of Reason,Nemesis der Vernunft,"Kreatur — Leviathan, Schrecken","Immer wenn der Nemesis der Vernunft angreift, legt der verteidigende Spieler die obersten 10 Karten seiner Bibliothek auf seinen Friedhof."
Nulltread Gargantuan,Spurloser Gargantua,Kreatur — Bestie,"Wenn der Spurlose Gargantua ins Spiel kommt, lege eine Kreatur, die du kontrollierst, auf die Bibliothek ihres Besitzers."
Offering to Asha,Opfergabe an Asha,Spontanzauber,"Neutralisiere einen Zauberspruch deiner Wahl, falls sein Beherrscher nicht {4} bezahlt. Du erhältst 4 Lebenspunkte dazu."
Pale Recluse,Bleiche Einsiedlerspinne,Kreatur — Spinne,"Reichweite #(Diese Kreatur kann fliegende Kreaturen blocken.)#
Waldumwandlung {2}, Ebenenumwandlung {2} #({2}, wirf diese Karte aus deiner Hand ab: Durchsuche deine Bibliothek nach einer Wald- oder einer Ebenenkarte, zeige diese offen vor und nimm sie auf deine Hand. Mische danach deine Bibliothek.)#"
Predatory Advantage,Vorteil der Raubtiere,Verzauberung,"Bringe am Ende des Zuges jedes Gegners einen 2/2 grünen Eidechsen-Kreaturenspielstein ins Spiel, falls dieser Spieler in diesem Zug keinen Kreaturenzauber gespielt hat."
Putrid Leech,Verwesender Egel,"Kreatur — Zombie, Egel",Bezahle 2 Lebenspunkte: Der Verwesende Egel erhält +2/+2 bis zum Ende des Zuges. Spiele diese Fähigkeit nur einmal pro Zug.
Qasali Pridemage,Qasal-Rudelmagier,"Kreatur — Katze, Zauberer","Edelmut #(Immer wenn eine Kreatur, die du kontrollierst, alleine angreift, erhält diese Kreatur +1/+1 bis zum Ende des Zuges.)#
{1}, opfere den Qasal-Rudelmagier: Zerstöre ein Artefakt oder eine Verzauberung deiner Wahl."
Reborn Hope,Wiedergeborene Hoffnung,Hexerei,Bringe eine mehrfarbige Karte deiner Wahl aus deinem Friedhof auf deine Hand zurück.
Retaliator Griffin,Rächer-Greif,Kreatur — Greif,"Fliegend
Immer wenn eine Quelle, die ein Gegner kontrolliert, dir Schaden zufügt, kannst du so viele +1/+1-Marken auf den Rächer-Greif legen."
Rhox Brute,Rhox-Rohling,"Kreatur — Nashorn, Krieger",
Sages of the Anima,Weise der Anima,"Kreatur — Elf, Zauberer","Falls du eine Karte ziehen würdest, zeige stattdessen die obersten drei Karten deiner Bibliothek offen vor. Nimm alle Kreaturenkarten, die auf diese Weise aufgedeckt wurden, auf deine Hand und lege den Rest der Karten in beliebiger Reihenfolge unter deine Bibliothek."
Sanctum Plowbeast,Pflugbestie des Heiligtums,Artefaktkreatur — Bestie,"Verteidiger
Ebenenumwandlung {2}, Inselumwandlung {2} #({2}, wirf diese Karte aus deiner Hand ab: Durchsuche deine Bibliothek nach einer Ebenen- oder einer Inselkarte, zeige diese offen vor und nimm sie auf deine Hand. Mische danach deine Bibliothek.)#"
Sangrite Backlash,Sangrit-Rückschlag,Verzauberung — Aura,"Kreaturenverzauberung
Die verzauberte Kreatur erhält +3/-3."
