Cerodon Yearling,Cucciolo di Cornodonte,Creatura — Bestia,"Cautela, rapidità"
Cloven Casting,Incantesimo Biforcuto,Incantesimo,"Ogniqualvolta giochi una magia istantaneo o stregoneria multicolore, puoi pagare {1}. Se lo fai, copia quella magia. Puoi scegliere nuovi bersagli per la copia."
Colossal Might,Potenza Colossale,Istantaneo,Una creatura bersaglio prende +4/+2 e ha travolgere fino alla fine del turno.
Crystallization,Cristallizzazione,Incantesimo — Aura,"Incanta creatura
La creatura incantata non può attaccare o bloccare.
Quando la creatura incantata diventa bersaglio di una magia o di un'abilità, rimuovi dal gioco quella creatura."
Dauntless Escort,Scorta Intrepida,Creatura — Soldato Rinoceronte,Sacrifica la Scorta Intrepida: Le creature che controlli sono indistruttibili in questo turno.
Deadshot Minotaur,Minotauro dal Colpo Letale,Creatura — Minotauro,"Quando il Minotauro dal Colpo Letale entra in gioco, infligge 3 danni a una creatura bersaglio con volare.
Ciclo {RG} #({RG}, Scarta questa carta: Pesca una carta.)#"
Deathbringer Thoctar,Thoctar Latore di Morte,Creatura — Bestia Zombie,"Ogniqualvolta un'altra creatura muore, puoi mettere un segnalino +1/+1 sul Thoctar Latore di Morte.
Rimuovi un segnalino +1/+1 dal Thoctar Latore di Morte: Il Thoctar Latore di Morte infligge 1 danno a una creatura o a un giocatore bersaglio."
Defiler of Souls,Contaminatore di Anime,Creatura — Demone,"Volare
All'inizio del mantenimento di ogni giocatore, quel giocatore sacrifica una creatura monocolore."
Demonic Dread,Terrore Demoniaco,Stregoneria,"Cascata #(Quando giochi questa magia, rimuovi dal gioco le carte dalla cima del tuo grimorio finché non rimuovi una carta non terra con costo di mana minore. Puoi giocare quella carta senza pagare il suo costo di mana. Metti le altre carte rimosse in fondo al tuo grimorio in ordine casuale.)#
Una creatura bersaglio non può bloccare in questo turno."
Demonspine Whip,Frusta della Spina Demoniaca,Artefatto — Equipaggiamento,"{X}: La creatura equipaggiata prende +X/+0 fino alla fine del turno.
Equipaggiare {1}"
Deny Reality,Negare la Realtà,Stregoneria,"Cascata #(Quando lanci questa magia, esilia carte dalla cima del tuo grimorio finché non esili una carta non terra che costa meno. Puoi lanciarla senza pagare il suo costo di mana. Metti le carte esiliate in fondo al tuo grimorio in ordine casuale.)#
Fai tornare un permanente bersaglio in mano al suo proprietario."
Double Negative,Raddoppiare il Negativo,Istantaneo,Neutralizza fino a due magie bersaglio.
Dragon Appeasement,Offerta al Drago,Incantesimo,"Salta la tua acquisizione.
Ogniqualvolta sacrifichi una creatura, puoi pescare una carta."
Dragon Broodmother,Madre Covatrice di Draghi,Creatura — Drago,"Volare
All'inizio di ogni mantenimento, metti in gioco una pedina creatura Drago 1/1 rossa e verde con volare e divorare 2. ##(Mentre questa pedina entra in gioco, puoi sacrificare un qualsiasi numero di creature. Entra in gioco con un numero di segnalini +1/+1 pari al doppio delle creature sacrificate.)##"
Drastic Revelation,Rivelazione Drastica,Stregoneria,"Scarta la tua mano. Pesca sette carte, poi scarta tre carte a caso."
Enigma Sphinx,Sfinge degli Enigmi,Creatura Artefatto — Sfinge,"Volare
Quando la Sfinge degli Enigmi viene messa nel tuo cimitero dal campo di battaglia, mettila come terza carta dalla cima del tuo grimorio.
Cascata #(Quando lanci questa magia, esilia carte dalla cima del tuo grimorio finché non esili una carta non terra che costa meno. Puoi lanciarla senza pagare il suo costo di mana. Metti le carte esiliate in fondo al tuo grimorio in ordine casuale.)#"
Enlisted Wurm,Wurm Arruolato,Creatura — Wurm,"Cascata #(Quando lanci questa magia, esilia carte dalla cima del tuo grimorio finché non esili una carta non terra che costa meno. Puoi lanciarla senza pagare il suo costo di mana. Metti le carte esiliate in fondo al tuo grimorio in ordine casuale.)#"
Esper Sojourners,Visitatori di Esper,Creatura Artefatto — Mago Vedalken,"Quando cicli i Visitatori di Esper o quando vengono messi in un cimitero dal gioco, puoi TAPpare o STAPpare un permanente bersaglio.
Ciclo {2}{U} #({2}{U}, Scarta questa carta: Pesca una carta.)#"
Esper Stormblade,Lama Tempestosa di Esper,Creatura Artefatto — Mago Vedalken,"Fintanto che controlli un altro permanente multicolore, la Lama Tempestosa di Esper prende +1/+1 e ha volare."
Ethercaste Knight,Cavaliere della Casta d'Eterium,Creatura Artefatto — Cavaliere Umano,"Esaltato #(Ogniqualvolta una creatura che controlli attacca da sola, prende +1/+1 fino alla fine del turno.)#"
Etherium Abomination,Aberrazione d'Eterium,Creatura Artefatto — Orrore,Dissotterrare {1}{U}{B} #({1}{U}{B}: Rimetti in gioco questa carta dal tuo cimitero. Ha rapidità. Rimuovila dal gioco alla fine del turno o se sta per lasciare il gioco. Dissotterra solo quando potresti giocare una stregoneria.)#
Ethersworn Shieldmage,Eterica di Magiscudo,Creatura Artefatto — Mago Vedalken,"Lampo
Quando l'Eterica di Magiscudo entra in gioco, previeni tutto il danno che verrebbe inflitto alle creature artefatto in questo turno."
Etherwrought Page,Pagina in Eterium,Artefatto,"All'inizio del tuo mantenimento, scegli uno — Guadagni 2 punti vita; oppure guarda la prima carta del tuo grimorio, poi puoi mettere quella carta nel tuo cimitero; oppure ogni avversario perde 1 punto vita."
Fieldmist Borderpost,Pietra di Confine del Campo Nebbioso,Artefatto,"Puoi pagare {1} e far tornare una terra base che controlli in mano al suo proprietario invece di pagare il costo di mana della Pietra di Confine del Campo Nebbioso.
La Pietra di Confine del Campo Nebbioso entra in gioco TAPpata.
{T}: Aggiungi {W} o {U} alla tua riserva di mana."
Fight to the Death,Fino alla Morte,Istantaneo,Distruggi tutte le creature bloccanti e tutte le creature bloccate.
Filigree Angel,Angelo della Filigrana,Creatura Artefatto — Angelo,"Volare
Quando l'Angelo della Filigrana entra nel campo di battaglia, guadagni 3 punti vita per ogni artefatto che controlli."
Finest Hour,Momento di Gloria,Incantesimo,"Esaltato #(Ogniqualvolta una creatura che controlli attacca da sola, prende +1/+1 fino alla fine del turno.)#
Ogniqualvolta una creatura che controlli attacca da sola, se è la prima fase di combattimento del turno, STAPpa quella creatura. Dopo questa fase, c'è una fase di combattimento addizionale."
Firewild Borderpost,Pietra di Confine del Fuoco Selvaggio,Artefatto,"Puoi pagare {1} e far tornare una terra base che controlli in mano al suo proprietario invece di pagare il costo di mana della Pietra di Confine del Fuoco Selvaggio.
La Pietra di Confine del Fuoco Selvaggio entra in gioco TAPpata.
{T}: Aggiungi {R} o {G} alla tua riserva di mana."
Flurry of Wings,Tempesta d'Ali,Istantaneo,"Metti in gioco X pedine creatura Soldato Uccello 1/1 bianche con volare, dove X è il numero di creature attaccanti."
Giant Ambush Beetle,Scarafaggio Gigante in Agguato,Creatura — Insetto,"Rapidità
Quando lo Scarafaggio Gigante in Agguato entra in gioco, puoi farlo bloccare da una creatura bersaglio in questo turno, se può farlo."
Glassdust Hulk,Colosso della Polvere Vitrea,Creatura Artefatto — Golem,"Ogniqualvolta un altro artefatto entra in gioco sotto il tuo controllo, il Colosso della Polvere Vitrea prende +1/+1 fino alla fine del turno e non può essere bloccato in questo turno.
Ciclo {WU} #({WU}, Scarta questa carta: Pesca una carta.)#"
Glory of Warfare,Gloria della Guerra,Incantesimo,"Fintanto che è il tuo turno, le creature che controlli prendono +2/+0.
Fintanto che non è il tuo turno, le creature che controlli prendono +0/+2."
Gloryscale Viashino,Viashino Scagliagloriosa,Creatura — Soldato Viashino,"Ogniqualvolta giochi una magia multicolore, il Viashino Scagliagloriosa prende +3/+3 fino alla fine del turno."
Godtracker of Jund,Battipista Divino di Jund,Creatura — Sciamano Elfo,"Ogniqualvolta una creatura con forza pari o superiore a 5 entra in gioco sotto il tuo controllo, puoi mettere un segnalino +1/+1 sul Battipista Divino di Jund."
Gorger Wurm,Wurm dalla Gola Profonda,Creatura — Wurm,"Divorare 1 #(Mentre questa creatura entra in gioco, puoi sacrificare un qualsiasi numero di creature. Entra in gioco con un numero di segnalini +1/+1 pari alle creature sacrificate.)#"
Grixis Grimblade,Lama Oscura di Grixis,Creatura — Guerriero Zombie,"Fintanto che controlli un altro permanente multicolore, la Lama Oscura di Grixis prende +1/+1 e ha tocco letale. #(Ogniqualvolta questa creatura infligge danno a una creatura, distruggi quella creatura.)#"
Grixis Sojourners,Visitatori di Grixis,Creatura — Ogre Zombie,"Quando cicli i Visitatori di Grixis o quando vengono messi in un cimitero dal gioco, puoi rimuovere dal gioco una carta bersaglio in un cimitero.
Ciclo {2}{B} #({2}{B}, Scarta questa carta: Pesca una carta.)#"
Grizzled Leotau,Leotauro dal Manto Grigio,Creatura — Felino,
Identity Crisis,Crisi d'Identità,Stregoneria,Rimuovi dal gioco tutte le carte nella mano e nel cimitero di un giocatore bersaglio.
Igneous Pouncer,Assalitore Igneo,Creatura — Elementale,"Rapidità
Ciclopalude {2}, ciclomontagna {2} #({2}, Scarta questa carta: Passa in rassegna il tuo grimorio per una carta Palude o una carta Montagna, rivelala e aggiungila alla tua mano. Poi rimescola il tuo grimorio.)#"
Illusory Demon,Demone Irreale,Creatura — Illusione Demone,"Volare
Quando giochi una magia, sacrifica il Demone Irreale."
Intimidation Bolt,Fulmine Intimidatorio,Istantaneo,Il Fulmine Intimidatorio infligge 3 danni a una creatura bersaglio. Le altre creature non possono attaccare in questo turno.
"Jenara, Asura of War","Jenara, Asura della Guerra",Creatura Leggendaria — Angelo,"Volare
{1}{W}: Metti un segnalino +1/+1 su Jenara, Asura della Guerra."
Jhessian Zombies,Zombie di Jhess,Creatura — Zombie,"Paura #(Questa creatura non può essere bloccata tranne che da creature artefatto e/o creature nere.)#
Cicloisola {2}, ciclopalude {2} #({2}, Scarta questa carta: Passa in rassegna il tuo grimorio per una carta Isola o una carta Palude, rivelala e aggiungila alla tua mano. Poi rimescola il tuo grimorio.)#"
Jund Hackblade,Lama Lacerante di Jund,Creatura — Berserker Goblin,"Fintanto che controlli un altro permanente multicolore, la Lama Lacerante di Jund prende +1/+1 e ha rapidità."
Jund Sojourners,Visitatori di Jund,Creatura — Sciamano Viashino,"Quando cicli i Visitatori di Jund o quando vengono messi in un cimitero dal gioco, puoi fare loro infliggere 1 danno a una creatura o a un giocatore bersaglio.
Ciclo {2}{R} #({2}{R}, Scarta questa carta: Pesca una carta.)#"
"Karrthus, Tyrant of Jund","Karrthus, Tiranno di Jund",Creatura Leggendaria — Drago,"Volare, rapidità
Quando Karrthus, Tiranno di Jund entra in gioco, prendi il controllo di tutti i Draghi, poi STAPpa tutti i Draghi.
Le altre creature Drago che controlli hanno rapidità."
Kathari Bomber,Bombardiere Kathari,Creatura — Sciamano Uccello,"Volare
Quando il Bombardiere Kathari infligge danno da combattimento a un giocatore, metti in gioco due pedine creatura Goblin 1/1 rosse e sacrifica il Bombardiere Kathari.
Dissotterrare {3}{B}{R} #({3}{B}{R}: Rimetti in gioco questa carta dal tuo cimitero. Ha rapidità. Rimuovila dal gioco alla fine del turno o se sta per lasciare il gioco. Dissotterra solo quando potresti giocare una stregoneria.)#"
Kathari Remnant,Spoglia Kathari,Creatura — Scheletro Uccello,"Volare
{B}: Rigenera la Spoglia Kathari.
Cascata #(Quando lanci questa magia, esilia carte dalla cima del tuo grimorio finché non esili una carta non terra che costa meno. Puoi lanciarla senza pagare il suo costo di mana. Metti le carte esiliate in fondo al tuo grimorio in ordine casuale.)#"
Knight of New Alara,Cavaliere di Nuova Alara,Creatura — Cavaliere Umano,Ogni altra creatura multicolore che controlli prende +1/+1 per ciascuno dei suoi colori.
Knotvine Paladin,Paladino della Vite Intrecciata,Creatura — Cavaliere Umano,"Ogniqualvolta il Paladino della Vite Intrecciata attacca, prende +1/+1 fino alla fine del turno per ogni creatura STAPpata che controlli."
Lavalanche,Lavalanga,Stregoneria,La Lavalanga infligge X danni a un giocatore bersaglio e a ogni creatura che controlla.
Leonin Armorguard,Guardia Armata Leonid,Creatura — Soldato Felino,"Quando la Guardia Armata Leonid entra in gioco, le creature che controlli prendono +1/+1 fino alla fine del turno."
Lich Lord of Unx,Signore dei Lich di Unx,Creatura — Mago Zombie,"{U}{B}, {T}: Metti in gioco una pedina creatura Mago Zombie 1/1 blu e nera.
{U}{U}{B}{B}: Un giocatore bersaglio perde X punti vita e mette nel suo cimitero le prime X carte del suo grimorio, dove X è il numero di Zombie che controlli."
Lightning Reaver,Predatore Fulminante,Creatura — Bestia Zombie,"Paura, rapidità
Ogniqualvolta il Predatore Fulminante infligge danno da combattimento a un giocatore, metti un segnalino carica sul Predatore Fulminante.
Alla fine del tuo turno, il Predatore Fulminante infligge danno pari al numero di segnalini carica su di esso a ogni avversario."
Lord of Extinction,Signore dell'Estinzione,Creatura — Elementale,La forza e la costituzione del Signore dell'Estinzione sono pari al numero di carte in tutti i cimiteri.
Lorescale Coatl,Coatl dalle Scaglie Sapienti,Creatura — Serpente,"Ogniqualvolta peschi una carta, puoi mettere un segnalino +1/+1 sul Coatl dalle Scaglie Sapienti."
Madrush Cyclops,Ciclope in Carica,Creatura — Guerriero Ciclope,Le creature che controlli hanno rapidità.
Maelstrom Nexus,Rete del Maelstrom,Incantesimo,"La prima magia che giochi ogni turno ha cascata. #(Quando giochi la tua prima magia, rimuovi dal gioco le carte dalla cima del tuo grimorio finché non rimuovi una carta non terra con costo di mana minore. Puoi giocare quella carta senza pagare il suo costo di mana. Metti le altre carte rimosse in fondo al tuo grimorio in ordine casuale.)#"
Maelstrom Pulse,Impulso del Maelstrom,Stregoneria,Distruggi un permanente non terra bersaglio e tutti gli altri permanenti con lo stesso nome di quel permanente.
Mage Slayer,Ammazzamaghi,Artefatto — Equipaggiamento,"Ogniqualvolta la creatura equipaggiata attacca, infligge danno pari alla sua forza al giocatore in difesa.
Equipaggiare {3}"
Magefire Wings,Ali di Fuoco Incantato,Incantesimo — Aura,"Incanta creatura
La creatura incantata prende +2/+0 e ha volare."
Marisi's Twinclaws,Artigli Gemelli di Marisi,Creatura — Guerriero Felino,Doppio attacco
Marrow Chomper,Masticamidollo,Creatura — Lucertola Zombie,"Divorare 2 #(Mentre questa creatura entra in gioco, puoi sacrificare un qualsiasi numero di creature. Entra in gioco con un numero di segnalini +1/+1 pari al doppio delle creature sacrificate.)#
Quando il Masticamidollo entra in gioco, guadagni 2 punti vita per ogni creatura che ha divorato."
Mask of Riddles,Maschera degli Enigmi,Artefatto — Equipaggiamento,"La creatura equipaggiata ha paura.
Ogniqualvolta la creatura equipaggiata infligge danno da combattimento a un giocatore, puoi pescare una carta.
Equipaggiare {2}"
Mayael's Aria,Aria di Mayael,Incantesimo,"All'inizio del tuo mantenimento, metti un segnalino +1/+1 su ogni creatura che controlli, se controlli una creatura con forza pari o superiore a 5. Poi guadagni 10 punti vita, se controlli una creatura con forza pari o superiore a 10. Poi vinci la partita, se controlli una creatura con forza pari o superiore a 20."
Meddling Mage,Mago Intrigante,,
Messenger Falcons,Falconi Messaggeri,Creatura — Uccello,"Volare
Quando i Falconi Messaggeri entrano in gioco, pesca una carta."
Mind Funeral,Funerale Mentale,Stregoneria,Un avversario bersaglio rivela carte dalla cima del suo grimorio fino a che non rivela quattro carte terra. Quel giocatore mette nel suo cimitero tutte le carte rivelate in questo modo.
Mistvein Borderpost,Pietra di Confine della Nebbia Cavernosa,Artefatto,"Puoi pagare {1} e far tornare una terra base che controlli in mano al suo proprietario invece di pagare il costo di mana della Pietra di Confine della Nebbia Cavernosa.
La Pietra di Confine della Nebbia Cavernosa entra in gioco TAPpata.
{T}: Aggiungi {U} o {B} alla tua riserva di mana."
Monstrous Carabid,Carabo Mostruoso,Creatura — Insetto,"Il Carabo Mostruoso attacca ogni turno, se può farlo.
Ciclo {BR} #({BR}, Scarta questa carta: Pesca una carta.)#"
Morbid Bloom,Fioritura Morbosa,Stregoneria,"Rimuovi dal gioco una carta creatura bersaglio in un cimitero, poi metti in gioco X pedine creatura Saprolingio 1/1 verdi, dove X è la costituzione della carta rimossa."
Mycoid Shepherd,Pastore di Funghi,Creatura — Fungus,"Quando il Pastore di Funghi o un'altra creatura che controlli con forza pari o superiore a 5 viene messa in un cimitero dal gioco, puoi guadagnare 5 punti vita."
Naya Hushblade,Lama Silenziosa di Naya,Creatura — Farabutto Elfo,"Fintanto che controlli un altro permanente multicolore, la Lama Silenziosa di Naya prende +1/+1 e ha velo. #(Non può essere bersaglio di magie o abilità.)#"
Naya Sojourners,Visitatori di Naya,Creatura — Sciamano Elfo,"Quando cicli i Visitatori di Naya o quando vengono messi in un cimitero dal gioco, puoi mettere un segnalino +1/+1 su una creatura bersaglio.
Ciclo {2}{G} #({2}{G}, Scarta questa carta: Pesca una carta.)#"
Necromancer's Covenant,Patto del Necromante,Incantesimo,"Quando il Patto del Necromante entra nel campo di battaglia, esilia tutte le carte creatura dal cimitero di un giocatore bersaglio, poi metti sul campo di battaglia una pedina creatura Zombie 2/2 nera per ogni carta esiliata in questo modo.
Gli Zombie che controlli hanno legame vitale."
Nemesis of Reason,Nemesi della Ragione,Creatura — Orrore Leviatano,"Ogniqualvolta la Nemesi della Ragione attacca, il giocatore in difesa mette nel suo cimitero le prime dieci carte del suo grimorio."
Nulltread Gargantuan,Mastodonte Senza Traccia,Creatura — Bestia,"Quando il Mastodonte Senza Traccia entra in gioco, metti una creatura che controlli in cima al grimorio del suo proprietario."
Offering to Asha,Offerta ad Asha,Istantaneo,Neutralizza una magia bersaglio a meno che il suo controllore non paghi {4}. Guadagni 4 punti vita.
Pale Recluse,Eremita Pallido,Creatura — Ragno,"Raggiungere #(Può bloccare le creature con volare.)#
Cicloforesta {2}, Ciclopianura {2} #({2}, Scarta questa carta: Passa in rassegna il tuo grimorio per una carta Foresta o una carta Pianura, rivelala e aggiungila alla tua mano. Poi rimescola il tuo grimorio.)#"
Predatory Advantage,Vantaggio Predatorio,Incantesimo,"Alla fine del turno di ogni avversario, se quel giocatore non ha giocato una magia creatura in quel turno, metti in gioco una pedina Lucertola 2/2 verde."
Putrid Leech,Sanguisuga Putrida,Creatura — Sanguisuga Zombie,Paga 2 punti vita: La Sanguisuga Putrida prende +2/+2 fino alla fine del turno. Gioca questa abilità solo una volta per turno.
Qasali Pridemage,Mago del Branco di Qasal,Creatura — Mago Felino,"Esaltato #(Ogniqualvolta una creatura che controlli attacca da sola, prende +1/+1 fino alla fine del turno.)#
{1}, Sacrifica il Mago del Branco di Qasal: Distruggi un artefatto o un incantesimo bersaglio."
Reborn Hope,Speranza Rinata,Stregoneria,Riprendi in mano una carta multicolore bersaglio dal tuo cimitero.
Retaliator Griffin,Grifone Vendicativo,Creatura — Grifone,"Volare
Ogniqualvolta una fonte controllata da un avversario ti infligge danno, puoi mettere altrettanti segnalini +1/+1 sul Grifone Vendicativo."
Rhox Brute,Rhox Bestiale,Creatura — Guerriero Rinoceronte,
Sages of the Anima,Saggi dell'Anima,Creatura — Mago Elfo,"Se stai per pescare una carta, rivela invece le prime tre carte del tuo grimorio. Aggiungi alla tua mano tutte le carte creatura rivelate in questo modo e metti le altre in fondo al tuo grimorio in qualsiasi ordine."
Sanctum Plowbeast,Bestiaratro del Santuario,Creatura Artefatto — Bestia,"Difensore
Ciclopianura {2}, cicloisola {2} #({2}, Scarta questa carta: Passa in rassegna il tuo grimorio per una carta Pianura o una carta Isola, rivelala e aggiungila alla tua mano. Poi rimescola il tuo grimorio.)#"
Sangrite Backlash,Contraccolpo di Sangrite,Incantesimo — Aura,"Incanta creatura
La creatura incantata prende +3/-3."
Sanity Gnawers,Roditori Mentali,Creatura — Ratto,"Quando i Roditori Mentali entrano in gioco, un giocatore bersaglio scarta una carta a caso."
Sen Triplets,Trio di Sen,Creatura Artefatto Leggendaria — Mago Umano,"All'inizio del tuo mantenimento, scegli un avversario bersaglio. In questo turno, quel giocatore non può giocare magie o abilità attivate e gioca con la sua mano rivelata. Puoi giocare le carte dalla mano di quel giocatore in questo turno."
Sewn-Eye Drake,Draghetto dall'Occhio Cucito,Creatura — Draghetto Zombie,"Volare, rapidità"
Shield of the Righteous,Scudo dei Giusti,Artefatto — Equipaggiamento,"La creatura equipaggiata prende +0/+2 e ha cautela.
Ogniqualvolta la creatura equipaggiata blocca una creatura, quella creatura non STAPpa durante il prossimo STAP del suo controllore.
Equipaggiare {2}"
Sigil Captain,Capitano dei Sigilli,Creatura — Soldato Rinoceronte,"Ogniqualvolta una creatura entra nel campo di battaglia sotto il tuo controllo, se quella creatura è 1/1, metti due segnalini +1/+1 su di essa."
Sigil of the Nayan Gods,Sigillo delle Divinità di Naya,Incantesimo — Aura,"Incanta creatura
La creatura incantata prende +1/+1 per ogni creatura che controlli.
Ciclo {GW} #({GW}, Scarta questa carta: Pesca una carta.)#"
Sigiled Behemoth,Behemoth dei Sigilli,Creatura — Bestia,"Esaltato #(Ogniqualvolta una creatura che controlli attacca da sola, prende +1/+1 fino alla fine del turno.)#"
Singe-Mind Ogre,Ogre dalla Mente Ustionata,Creatura — Mutante Ogre,"Quando l'Ogre dalla Mente Ustionata entra in gioco, un giocatore bersaglio rivela una carta a caso dalla sua mano, poi perde punti vita pari al costo di mana convertito di quella carta."
Skyclaw Thrash,Batosta dell'Artiglio Volante,Creatura Artefatto — Guerriero Viashino,"Ogniqualvolta la Batosta dell'Artiglio Volante attacca, lancia una moneta. Se vinci il lancio, la Batosta dell'Artiglio Volante prende +1/+1 e ha volare fino alla fine del turno."
Slave of Bolas,Schiavo di Bolas,Stregoneria,Prendi il controllo di una creatura bersaglio. STAPpa quella creatura. Ha rapidità fino alla fine del turno. Sacrificala all'inizio della prossima sottofase finale.
Soul Manipulation,Manipolazione dell'Anima,Istantaneo,Scegli uno o entrambi — Neutralizza una magia creatura bersaglio; e/o riprendi in mano una carta creatura bersaglio dal tuo cimitero.
Soulquake,Terremoto dello Spirito,Stregoneria,Fai tornare tutte le creature in gioco e tutte le carte creatura nei cimiteri in mano ai loro proprietari.
Sovereigns of Lost Alara,Sovrani di Alara Perduta,Creatura — Spirito,"Esaltato #(Ogniqualvolta una creatura che controlli attacca da sola, prende +1/+1 fino alla fine del turno.)#
Ogniqualvolta una creatura che controlli attacca da sola, puoi passare in rassegna il tuo grimorio per una carta Aura che può incantare quella creatura, metterla in gioco assegnata a quella creatura, poi rimescolare il tuo grimorio."
Spellbound Dragon,Drago Incantato,Creatura — Drago,"Volare
Ogniqualvolta il Drago Incantato attacca, pesca una carta, poi scarta una carta. Il Drago Incantato prende +X/+0 fino alla fine del turno, dove X è il costo di mana convertito della carta scartata."
Spellbreaker Behemoth,Behemoth Spezzamagie,Creatura — Bestia,"Il Behemoth Spezzamagie non può essere neutralizzato.
Le magie creatura con forza pari o superiore a 5 che controlli non possono essere neutralizzate."
Sphinx of the Steel Wind,Sfinge del Vento d'Acciaio,Creatura Artefatto — Sfinge,"Volare, attacco improvviso, cautela, legame vitale, protezione dal rosso e protezione dal verde"
Stormcaller's Boon,Dono del Placatempeste,Incantesimo,"Sacrifica il Dono del Placatempeste: Le creature che controlli hanno volare fino alla fine del turno.
Cascata #(Quando giochi questa magia, rimuovi dal gioco le carte dalla cima del tuo grimorio finché non rimuovi una carta non terra con costo di mana minore. Puoi giocare quella carta senza pagare il suo costo di mana. Metti le altre carte rimosse in fondo al tuo grimorio in ordine casuale.)#"
Stun Sniper,Cecchina Stordente,Creatura — Arciere Umano,"{1}, {T}: La Cecchina Stordente infligge 1 danno a una creatura bersaglio. TAPpa quella creatura."
Tainted Sigil,Sigillo Corrotto,Artefatto,"{T}, Sacrifica il Sigillo Corrotto: Guadagni tanti punti vita quanti sono i punti vita persi da tutti i giocatori in questo turno. #(Il danno provoca la perdita di punti vita.)#"
Talon Trooper,Fante Artigliato,Creatura — Esploratore Uccello,Volare
Terminate,Terminare,,
Thopter Foundry,Fonderia di Totteri,Artefatto,"{1}, Sacrifica un artefatto non pedina: Metti sul campo di battaglia una pedina creatura artefatto Tottero 1/1 blu con volare. Guadagni 1 punto vita."
