Enlisted Wurm,Vorme Recruta,Criatura — Vorme,"Cascata #(Quando jogar esta mágica, remova do jogo cards do topo de seu grimório até remover um que não seja terreno e que tenha custo inferior. Você pode jogá-lo sem pagar seu custo de mana. Coloque os cards removidos no fundo de forma aleatória.)#"
Esper Sojourners,Visitantes de Esper,Criatura Artefato — Vedalkeano Mago,"Quando reciclar Visitantes de Esper ou ele for colocado num cemitério vindo do jogo, você poderá virar ou desvirar a permanente alvo.
Reciclar {2}{U} #({2}{U}, Descarte este card: Compre um card.)#"
Esper Stormblade,Lâmina Tempestuosa de Esper,Criatura Artefato — Vedalkeano Mago,"Enquanto você controlar outra permanente multicolorida, Lâmina Tempestuosa de Esper receberá +1/+1 e terá voar."
Ethercaste Knight,Cavaleiro da Casta Etérea,Criatura Artefato — Humano Cavaleiro,"Exaltado #(Toda vez que uma criatura que você controla ataca sozinha, ela recebe +1/+1 até o final do turno.)#"
Etherium Abomination,Abominação de Etherium,Criatura Artefato — Horror,Desenterrar {1}{U}{B} #({1}{U}{B}: Devolva este card de seu cemitério para o jogo. Ele ganha ímpeto. Remova-o do jogo no final do turno ou se ele for deixar o jogo. Use desenterrar somente como um feitiço.)#
Ethersworn Shieldmage,Magi-Protetor Etherólatra,Criatura Artefato — Vedalkeano Mago,"Lampejo
Quando Magi-Protetor Etherólatra entrar em jogo, previna todo o dano que seria causado a criaturas artefato neste turno."
Etherwrought Page,Página Etherial,Artefato,"No início de sua manutenção, escolha um — você ganha 2 pontos de vida; ou você olha o card do topo de seu grimório e depois pode colocar aquele card no seu cemitério; ou cada oponente perde 1 ponto de vida."
Fieldmist Borderpost,Marco da Bruma Campestre,Artefato,"Você pode pagar {1} e devolver um terreno básico que você controla para a mão de seu dono, em vez de pagar o custo de mana de Marco da Bruma Campestre.
Marco da Bruma Campestre entra em jogo virado.
{T}: Adicione {W} ou {U} à sua reserva de mana."
Fight to the Death,Lutar até a Morte,Mágica Instantânea,Destrua todas as criaturas bloqueadoras e todas as criaturas bloqueadas.
Filigree Angel,Anjo de Filigree,Criatura Artefato — Anjo,"Voar
Quando Anjo de Filigree entra em jogo, você ganha 3 pontos de vida para cada artefato que controla."
Finest Hour,Melhor Momento,Encantamento,"Exaltado #(Toda vez que uma criatura que você controla ataca sozinha, ela recebe +1/+1 até o final do turno.)#
Toda vez que uma criatura que você controla ataca sozinha, se for a primeira fase de combate do turno, desvire aquela criatura. Depois dessa fase, há uma fase de combate adicional."
Firewild Borderpost,Marco do Fogo Selvagem,Artefato,"Você pode pagar {1} e devolver um terreno básico que você controla para a mão de seu dono, em vez de pagar o custo de mana de Marco do Fogo Selvagem.
Marco do Fogo Selvagem entra em jogo virado.
{T}: Adicione {R} ou {G} à sua reserva de mana."
Flurry of Wings,Rajada de Asas,Mágica Instantânea,"Coloque em jogo X fichas de criatura brancas 1/1 do tipo Ave Soldado com voar, sendo X igual ao número de criaturas atacantes."
Giant Ambush Beetle,Besouro Gigante de Emboscada,Criatura — Inseto,"Ímpeto
Quando Besouro Gigante de Emboscada entra em jogo, você pode fazer com que a criatura alvo o bloqueie neste turno se estiver apta."
Glassdust Hulk,Brutamontes da Bruma Vítrea,Criatura Artefato — Golem,"Toda vez que outro artefato entra em jogo sob o seu controle, Brutamontes da Bruma Vítrea recebe +1/+1 até o final do turno e não pode ser bloqueado neste turno.
Reciclar {WU} #({WU}, Descarte este card: Compre um card.)#"
Glory of Warfare,Glória da Guerra,Encantamento,"Enquanto for o seu turno, as criaturas que você controla recebem +2/+0.
Enquanto não for o seu turno, as criaturas que você controla recebem +0/+2."
Gloryscale Viashino,Viashino da Escama Gloriosa,Criatura — Viashino Soldado,"Toda vez que você joga uma mágica multicolorida, Viashino da Escama Gloriosa recebe +3/+3 até o final do turno."
Godtracker of Jund,Sacro-seguidor de Jund,Criatura — Elfo Xamã,"Toda vez que uma criatura com poder maior ou igual a 5 entra em jogo sob o seu controle, você pode colocar um marcador +1/+1 em Sacro-seguidor de Jund."
Gorger Wurm,Vorme Glutão,Criatura — Vorme,"Devorar 1 #(Conforme esta criatura entra em jogo, você pode sacrificar um número qualquer de criaturas. Esta criatura entra em jogo com aquela quantidade de marcadores +1/+1.)#"
Grixis Grimblade,Lâmina Macabra de Grixis,Criatura — Zumbi Guerreiro,"Enquanto você controlar outra permanente multicolorida, Lâmina Macabra de Grixis receberá +1/+1 e terá toque mortífero. #(Toda vez que esta criatura causar dano a outra criatura, destrua aquela criatura.)#"
Grixis Sojourners,Visitantes de Grixis,Criatura — Zumbi Ogre,"Quando reciclar Visitantes de Grixis ou ele for colocado num cemitério vindo do jogo, você poderá remover de jogo um card alvo que estiver num cemitério.
Reciclar {2}{B} #({2}{B}, Descarte este card: Compre um card.)#"
Grizzled Leotau,Leotau Grizalho,Criatura — Felino,
Identity Crisis,Crise de Identidade,Feitiço,Remova do jogo todos os cards na mão e no cemitério do jogador alvo.
Igneous Pouncer,Saltador Ígneo,Criatura — Elemental,"Ímpeto
Reciclar Pântano {2}, Reciclar Montanha {2} #({2}, Descarte este card: Procure em seu grimório um card do tipo Pântano ou Montanha, revele-o e coloque-o em sua mão. Depois, embaralhe seu grimório.)#"
Illusory Demon,Demônio Ilusório,Criatura — Demônio Ilusão,"Voar
Quando jogar uma mágica, sacrifique Demônio Ilusório."
Intimidation Bolt,Raio da Intimidação,Mágica Instantânea,Raio da Intimidação causa 3 ponto de dano à criatura alvo. As outras criaturas não podem atacar neste turno.
"Jenara, Asura of War","Jenara, Asura da Guerra",Criatura Lendária — Anjo,"Voar
{1}{W}: Coloque um marcador +1/+1 em Jenara, Asura da Guerra."
Jhessian Zombies,Zumbis Jhessianos,Criatura — Zumbi,"Amedrontar
Reciclar Ilha {2}, Reciclar Pântano {2} #({2}, Descarte este card: Procure em seu grimório um card do tipo Ilha ou Pântano, revele-o e coloque-o em sua mão. Depois, embaralhe seu grimório.)#"
Jund Hackblade,Lâmina Golpeadora de Jund,Criatura — Goblin Amoque,"Enquanto você controlar outra permanente multicolorida, Lâmina Golpeadora de Jund receberá +1/+1 e terá ímpeto."
Jund Sojourners,Visitantes de Jund,Criatura — Viashino Xamã,"Quando reciclar Visitantes de Jund ou ele for colocado num cemitério vindo do jogo, você poderá fazer com que ele cause 1 ponto de dano à criatura ou ao jogador alvo.
Reciclar {2}{R} #({2}{R}, Descarte este card: Compre um card.)#"
"Karrthus, Tyrant of Jund","Karrthus, Tirano de Jund",Criatura Lendária — Dragão,"Voar, ímpeto
Quando Karrthus, Tirano de Jund, entrar em jogo, ganhe o controle de todos os Dragões e depois desvire todos os Dragões.
As outras criaturas do tipo Dragão que você controla têm ímpeto."
Kathari Bomber,Bombardeiro Kathari,Criatura — Ave Xamã,"Voar
Quando Bombardeiro Kathari causar dano de combate a um jogador, coloque em jogo duas fichas de criatura vermelhas 1/1 do tipo Goblin e sacrifique Bombardeiro Kathari.
Desenterrar {3}{B}{R} #({3}{B}{R}: Devolva este card de seu cemitério para o jogo. Ele ganha ímpeto. Remova-o do jogo no final do turno ou se ele for deixar o jogo. Use desenterrar somente como um feitiço.)#"
Kathari Remnant,Resquício de Kathari,Criatura — Ave Esqueleto,"Voar
{B}: Regenere Resquício de Kathari.
Cascata #(Quando jogar esta mágica, remova do jogo cards do topo de seu grimório até remover um que não seja terreno e que tenha custo inferior. Você pode jogá-lo sem pagar seu custo de mana. Coloque os cards removidos no fundo de forma aleatória.)#"
Knight of New Alara,Cavaleiro da Nova Alara,Criatura — Humano Cavaleiro,Cada criatura multicolorida que você controla recebe +1/+1 para cada uma de suas cores.
Knotvine Paladin,Paladino de Vinha Nodosa,Criatura — Humano Cavaleiro,"Toda vez que Paladino de Vinha Nodosa ataca, ele recebe +1/+1 até o final do turno para cada criatura desvirada que você controla."
Lavalanche,Lavalanche,Feitiço,Lavalanche causa X pontos de dano ao jogador alvo e a cada criatura que ele controla.
Leonin Armorguard,Guardião Blindado Leonino,Criatura — Felino Soldado,"Quando Guardião Blindado Leonino entra em jogo, as criaturas que você controla recebem +1/+1 até o final do turno."
Lich Lord of Unx,Senhor Lich de Unx,Criatura — Zumbi Mago,"{U}{B}, {T}: Coloque em jogo uma ficha de criatura azul e preta 1/1 do tipo Zumbi Mago.
{U}{U}{B}{B}: O jogador alvo perde X pontos de vida e coloca X cards do topo do grimório dele em seu próprio cemitério, sendo X igual ao número de Zumbis que você controla."
Lightning Reaver,Despojador do Relâmpago,Criatura — Zumbi Besta,"Amedrontar, ímpeto
Toda vez que Despojador do Relâmpago causar dano de combate a um jogador, coloque um marcador de carga nele.
No final de seu turno, Despojador do Relâmpago causa a cada oponente uma quantidade de dano igual ao número de marcadores de carga nele."
Lord of Extinction,Senhor da Extinção,Criatura — Elemental,O poder e a resistência de Senhor da Extinção são ambos iguais ao número de cards em todos os cemitérios.
Lorescale Coatl,Coatl das Escamas Sábias,Criatura — Cobra,"Toda vez que comprar um card, você poderá colocar um marcador +1/+1 em Coatl das Escamas Sábias."
Madrush Cyclops,Ciclope Arrebatado,Criatura — Ciclope Guerreiro,As criaturas que você controla têm ímpeto.
Maelstrom Nexus,Nexo do Maelstrom,Encantamento,"A primeira mágica que você joga a cada turno tem cascata. #(Quando jogar sua primeira mágica, remova do jogo cards do topo de seu grimório até remover um que não seja terreno e que tenha custo inferior. Você pode jogá-lo sem pagar seu custo de mana. Coloque os cards removidos no fundo de forma aleatória.)#"
Maelstrom Pulse,Pulsar do Maelstrom,Feitiço,Destrua a permanente alvo que não seja um terreno e todas as outras permanentes com o mesmo nome daquela permanente.
Mage Slayer,Assassino de Mago,Artefato — Equipamento,"Toda vez que a criatura equipada ataca, ela causa dano igual ao seu poder ao jogador defensor.
Equipar {3}"
Magefire Wings,Asas do Fogo Mágico,Encantamento — Aura,"Encantar criatura
A criatura encantada recebe +2/+0 e tem voar."
Marisi's Twinclaws,Garras-Duplas de Marisi,Criatura — Felino Guerreiro,Golpe duplo
Marrow Chomper,Mascador de Medula,Criatura — Zumbi Lagarto,"Devorar 2 #(Conforme esta criatura entra em jogo, você pode sacrificar um número qualquer de criaturas. Esta criatura entra em jogo com o dobro daquela quantidade de marcadores +1/+1.)#
Quando Mascador de Medula entra em jogo, você ganha 2 pontos de vida para cada criatura devorada por ele."
Mask of Riddles,Máscara de Enigmas,Artefato — Equipamento,"A criatura equipada tem amedrontar.
Toda vez que a criatura equipada causa dano de combate a um jogador, você pode comprar um card.
Equipar {2}"
Mayael's Aria,Aria de Mayael,Encantamento,"No início de sua manutenção, coloque um marcador +1/+1 em cada criatura que você controla se controlar uma criatura com poder maior ou igual a 5. Depois, você ganhará 10 pontos de vida se controlar uma criatura com poder maior ou igual a 10. Em seguida, você ganhará o jogo se controlar uma criatura com poder maior ou igual a 20."
Meddling Mage,Mago Interferidor,,
Messenger Falcons,Falcões Mensageiros,Criatura — Ave,"Voar
Quando Falcões Mensageiros entrar em jogo, compre um card."
Mind Funeral,Funeral Mental,Feitiço,O oponente alvo revela cards do topo de seu próprio grimório até revelar quatro cards de terreno. Aquele jogador coloca todos os cards revelados dessa maneira em seu próprio cemitério.
Mistvein Borderpost,Marco da Veia Enevoada,Artefato,"Você pode pagar {1} e devolver para a mão de seu dono um terreno básico que você controla, em vez de pagar o custo de mana de Marco da Veia Enevoada.
Marco da Veia Enevoada entra em jogo virado.
{T}: Adicione {U} ou {B} à sua reserva de mana."
Monstrous Carabid,Carabídeo Monstruoso,Criatura — Inseto,"Carabídeo Monstruoso ataca a cada turno se estiver apto.
Reciclar {BR} #({BR}, Descarte este card: Compre um card.)#"
Morbid Bloom,Florescência Mórbida,Feitiço,"Remova do jogo o card de criatura alvo num cemitério, depois coloque em jogo X fichas de criatura verdes 1/1 do tipo Saprófita, sendo X igual à resistência do card removido."
Mycoid Shepherd,Pastor Micótico,Criatura — Fungo,"Toda vez que Pastor Micótico ou outra criatura que você controla com poder maior ou igual a 5 for colocado no cemitério vindo do jogo, você pode ganhar 5 pontos de vida."
Naya Hushblade,Lâmina Silenciosa de Naya,Criatura — Elfo Ladino,"Enquanto você controlar outra permanente multicolorida, Lâmina Silenciosa de Naya receberá +1/+1 e terá manto. #(Ela não pode ser alvo de mágicas nem de habilidades.)#"
Naya Sojourners,Visitantes de Naya,Criatura — Elfo Xamã,"Quando reciclar Visitantes de Naya ou ele for colocado num cemitério vindo do jogo, você poderá colocar um marcador +1/+1 na criatura alvo.
Reciclar {2}{G} #({2}{G}, Descarte este card: Compre um card.)#"
Necromancer's Covenant,Pacto dos Necromantes,Encantamento,"Quando Pacto dos Necromantes entrar em jogo, remova do jogo todos os cards de criatura no cemitério do jogador alvo, depois coloque em jogo uma ficha de criatura preta 2/2 do tipo Zumbi para cada card removido desta maneira.
Os Zumbis que você controla têm vínculo com a vida."
Nemesis of Reason,Nêmesis da Razão,Criatura — Leviatã Horror,"Toda vez que Nêmesis da Razão ataca, o jogador defensor coloca os dez cards do topo do grimório dele em seu próprio cemitério."
Nulltread Gargantuan,Gargantua da Pegada Invisível,Criatura — Besta,"Quando Gargantua da Pegada Invisível entrar em jogo, coloque uma criatura que você controla no topo do grimório de seu dono."
Offering to Asha,Oferenda a Asha,Mágica Instantânea,"Anule a mágica alvo, a menos que seu controlador pague {4}. Você ganha 4 pontos de vida."
Pale Recluse,Eremita Pálido,Criatura — Aranha,"Alcance #(Esta criatura pode bloquear criaturas com a habilidade de voar.)#
Reciclar Floresta {2}, Reciclar Planície {2} #({2}, Descarte este card: Procure em seu grimório um card do tipo Floresta ou Planície, revele-o e coloque-o em sua mão. Depois, embaralhe seu grimório.)#"
Predatory Advantage,Vantagem Predatória,Encantamento,"No final do turno de cada oponente, se aquele jogador não tiver jogado nenhuma mágica de criatura no turno, coloque em jogo uma ficha de criatura verde 2/2 do tipo Lagarto."
Putrid Leech,Sanguessuga Pútrida,Criatura — Zumbi Sanguessuga,Pague 2 pontos de vida: Sanguessuga Pútrida recebe +2/+2 até o final do turno. Use esta habilidade apenas uma vez a cada turno.
Qasali Pridemage,Mago do Bando Qasali,Criatura — Felino Mago,"Exaltado #(Toda vez que uma criatura que você controla ataca sozinha, ela recebe +1/+1 até o final do turno.)#
{1}, Sacrifique Mago do Bando Qasali: Destrua o artefato ou o encantamento alvo."
Reborn Hope,Esperança Renascida,Feitiço,Devolva o card multicolorido alvo de seu cemitério para sua mão.
Retaliator Griffin,Grifo Retaliador,Criatura — Grifo,"Voar
Toda vez que uma fonte que um oponente controla causar dano a você, você poderá colocar aquela quantidade de marcadores +1/+1 em Grifo Retaliador."
Rhox Brute,Brutamontes Rhox,Criatura — Rinoceronte Guerreiro,
Sages of the Anima,Sábios da Anima,Criatura — Elfo Mago,"Se você for comprar um card, em vez disso revele os três cards do topo de seu grimório. Coloque em sua mão todos os cards de criatura revelados desta maneira e o resto no fundo de seu grimório em qualquer ordem."
Sanctum Plowbeast,Besta Lavradora do Santuário,Criatura Artefato — Besta,"Defensor
Reciclar Planície {2}, Reciclar Ilha {2} #({2}, Descarte este card: Procure em seu grimório um card do tipo Planície ou Ilha, revele-o e coloque-o em sua mão. Depois, embaralhe seu grimório.)#"
Sangrite Backlash,Reação a Sangrite,Encantamento — Aura,"Encantar criatura
A criatura encantada recebe +3/-3."
Sanity Gnawers,Roedores de Sanidade,Criatura — Rato,"Quando Roedores de Sanidade entra em jogo, o jogador alvo descarta um card aleatoriamente."
Sen Triplets,Trigêmeas Sen,Criatura Artefato Lendária — Humano Mago,"No início de sua manutenção, escolha um oponente alvo. Neste turno, aquele jogador não pode jogar mágicas nem habilidades ativadas e joga com sua mão revelada. Você pode jogar cards da mão daquele jogador neste turno."
Sewn-Eye Drake,Dragonete do Olho Costurado,Criatura — Zumbi Dragonete,"Voar, ímpeto"
Shield of the Righteous,Escudo do Justo,Artefato — Equipamento,"A criatura equipada recebe +0/+2 e tem vigilância.
Toda vez que a criatura equipada bloqueia uma criatura, aquela criatura não desvira durante a próxima etapa de desvirar de seu controlador.
Equipar {2}"
Sigil Captain,Capitão da Insígnia,Criatura — Rinoceronte Soldado,"Toda vez que uma criatura entrar em jogo sob o seu controle, se aquela criatura for 1/1, coloque dois marcadores +1/+1 nela."
Sigil of the Nayan Gods,Insígnia dos Deuses de Naya,Encantamento — Aura,"Encantar criatura
A criatura encantada recebe +1/+1 para cada criatura que você controla.
Reciclar {GW} #({GW}, Descarte este card: Compre um card.)#"
Sigiled Behemoth,Behemoth Insigne,Criatura — Besta,"Exaltado #(Toda vez que uma criatura que você controla ataca sozinha, ela recebe +1/+1 até o final do turno.)#"
Singe-Mind Ogre,Ogre da Mente Chamuscada,Criatura — Ogre Mutante,"Quando Ogre da Mente Chamuscada entra em jogo, o jogador alvo revela um card aleatoriamente de sua mão e depois perde uma quantidade de pontos de vida igual ao custo de mana convertido daquele card."
Skyclaw Thrash,Surrador das Garras Aladas,Criatura Artefato — Viashino Guerreiro,"Toda vez que Surrador das Garras Aladas atacar, lance uma moeda. Se você vencer, Surrador das Garras Aladas receberá +1/+1 e ganhará voar até o final do turno."
Slave of Bolas,Escravo de Nicol Bolas,Feitiço,Ganhe o controle da criatura alvo. Desvire aquela criatura. Ela ganha ímpeto até o final do turno. Sacrifique-a no final do turno.
Soul Manipulation,Manipulação de Alma,Mágica Instantânea,Escolha um ou ambos — Anule a mágica de criatura alvo; e/ou devolva o card de criatura alvo em seu cemitério para a sua mão.
Soulquake,Terremoto de Almas,Feitiço,Devolva toda as criaturas em jogo e todos os cards de criatura nos cemitérios para as mãos de seus donos.
Sovereigns of Lost Alara,Soberanos da Alara Perdida,Criatura — Espírito,"Exaltado #(Toda vez que uma criatura que você controla ataca sozinha, ela recebe +1/+1 até o final do turno.)#
Toda vez que uma criatura que você controla ataca sozinha, você pode procurar em seu grimório um card de Aura que possa encantar aquela criatura, colocá-lo em jogo anexado àquela criatura, e depois embaralhar seu grimório."
Spellbound Dragon,Dragão Enfeitiçado,Criatura — Dragão,"Voar
Toda vez que Dragão Enfeitiçado atacar, compre um card e depois descarte um card. Dragão Enfeitiçado recebe +X/+0 até o final do turno, sendo X igual ao custo de mana convertido do card descartado."
Spellbreaker Behemoth,Behemoth Quebra-Mágica,Criatura — Besta,"Behemoth Quebra-Mágica não pode ser anulado.
As mágicas de criatura que você controla com poder maior ou igual a 5 não podem ser anuladas."
Sphinx of the Steel Wind,Esfinge do Vento de Aço,Criatura Artefato — Esfinge,"Voar, iniciativa, vigilância, vínculo com a vida, proteção contra o vermelho e contra o verde"
Stormcaller's Boon,Dádiva do Invocador de Tempestade,Encantamento,"Sacrifique Dádiva do Invocador de Tempestade: As criaturas que você controla ganham voar até o final do turno.
Cascata #(Quando jogar esta mágica, remova do jogo cards do topo de seu grimório até remover um que não seja terreno e que tenha custo inferior. Você pode jogá-lo sem pagar seu custo de mana. Coloque os cards removidos no fundo de forma aleatória.)#"
Stun Sniper,Atirador Atordoante,Criatura — Humano Arqueiro,"{1}, {T}: Atirador Atordoante causa 1 ponto de dano à criatura alvo. Vire aquela criatura."
Tainted Sigil,Insígnia Violada,Artefato,"{T}, Sacrifique Insígnia Violada: Você ganha uma quantidade de pontos de vida igual ao total de pontos de vida perdido por todos os jogadores neste turno. #(O dano causa perda de pontos de vida.)#"
Talon Trooper,Infante de Garras,Criatura — Ave Batedor,Voar
Terminate,Findar,,
Thopter Foundry,Fundição de Tóptero,Artefato,"{1}, Sacrifique um artefato que não seja uma ficha: Coloque em jogo uma ficha de criatura artefato azul 1/1 do tipo Tóptero com voar. Você ganha 1 ponto de vida."
Thought Hemorrhage,Hemorragia de Pensamentos,Feitiço,"Nomeie um card que não seja um terreno. O jogador alvo revela sua própria mão. Hemorragia de Pensamentos causa 3 pontos de dano àquele jogador para cada card com aquele nome revelado desta maneira. Procure no cemitério, na mão e no grimório daquele jogador todos os cards com aquele nome e remova-os do jogo. Depois, aquele jogador embaralha seu próprio grimório."
Thraximundar,Thraximundar,Criatura Lendária — Zumbi Assassino,"Ímpeto
Toda vez que Thraximundar ataca, o jogador defensor sacrifica uma criatura.
Toda vez que um jogador sacrifica uma criatura, você pode colocar um marcador +1/+1 em Thraximundar."
Time Sieve,Peneira do Tempo,Artefato,"{T}, Sacrifique cinco artefatos: Jogue outro turno após este."
Trace of Abundance,Vestígio de Abundância,Encantamento — Aura,"Encantar terreno
O terreno encantado tem manto. #(Ele não pode ser alvo de mágicas nem de habilidades.)#
Toda vez que o terreno encantado for virado para gerar mana, seu controlador adicionará um mana de qualquer cor à sua própria reserva de mana #(além do mana gerado pelo terreno)#."
Unbender Tine,Dente Desatador,Artefato,{T}: Desvire outra permanente alvo.
"Unscythe, Killer of Kings","Foice Macabra, Matadora de Reis",Artefato Lendário — Equipamento,"A criatura equipada recebe +3/+3 e tem iniciativa.
Toda vez que a criatura que sofreu dano causado pela criatura equipada neste turno é colocada num cemitério, você pode remover aquele card do jogo. Se fizer isso, coloque em jogo uma ficha de criatura preta 2/2 do tipo Zumbi.
Equipar {2}"
