Rhox Brute,ARB,"“Neste novo mundo, vi os outrora devotos rhoxes empunharem armas ao lado dos selvagens de Jund. Eu poderia me ofender se não compreendesse a sabedoria de sua escolha.”
— Gernan, Arqueiro do Raio Auroral",
Sages of the Anima,ARB,Os sacro-rastreadores encontraram novos panteões de deuses bestiais além das fronteiras de Naya.,
Sangrite Backlash,ARB,"“Sangrite é o coração pulsante do dragão. Não é nenhuma surpresa então que o tórax de tantos loucos tenha explodido na tentativa de contê-lo.”
— Sarkhan Vol",
Sanity Gnawers,ARB,O último pensamento que passa pela mente de suas vítimas é aquele que eles arrancam através do escalpo.,
Sen Triplets,ARB,Elas são os mestres de sua mente.,
Sewn-Eye Drake,ARB,"“Cauteloso demais para atacar, prudente demais para servir. Agora não mais.”
— Sedris, o Rei Traidor",
Sigil Captain,ARB,"“Uma insígnia foi concedida pela coragem, a outra, por ter sobrevivido ao Passo do Dragão Avérneo.”",
Sigil of the Nayan Gods,ARB,"Quando os elfos conheceram os hinos dos anjos, os cavaleiros conheceram os rugidos dos titãs.",
Sigiled Behemoth,ARB,"“Não confunda a assistência de um behemoth com subserviência.”
— Mayael, a Anima",
Singe-Mind Ogre,ARB,"Nem mesmo os médicos de Bant puderam curar os incuráveis, mas compartilhar seu tormento ajudou.",
Skyclaw Thrash,ARB,Suas asas recém encontradas brilhavam com elegância e funcionavam parcialmente.,
Slave of Bolas,ARB,Nicol Bolas não faz distinção entre servos e vítimas.,
Soul Manipulation,ARB,"“Tanto o nascimento quanto a morte são reversíveis.”
— Nicol Bolas",
Soulquake,ARB,"O redemoinho do Maelstrom varreu o campo de batalha com uma onda de puro mana, carregando tanto os combatentes quanto os mortos.",
Spellbound Dragon,ARB,"Um rei em Jund, um servo em Esper.",
Spellbreaker Behemoth,ARB,"“Alguns acreditam que sua imunidade à contramágica evoluiu devido aos constantes ataques de magos a Naya. Eu acredito que ele simplesmente devorou um monte de magos.”
— Broka, caçador tamborileiro",
Sphinx of the Steel Wind,ARB,Ninguém jamais conseguiu responder ao seu enigma favorito: “Por que devo poupar a sua vida?”,
Stun Sniper,ARB,"As pontas de suas flechas são cegas, mas sua mira é mortalmente afiada.",
Tainted Sigil,ARB,"As insígnias violadas pelos forasteiros não perdem seu poder, apenas sua pureza.",
Talon Trooper,ARB,"“Os ventos vulcânicos transformam os céus de Jund num labirinto. Se quisermos realmente invadir, antes de tudo precisamos conhecer seus caminhos invisíveis.”",
Terminate,ARB,"“Já vi a morte antes. Minha mãe sucumbindo à doença, meus colegas sangrando no campo de batalha... Mas nunca tinha visto nada tão assustador quanto aquilo.”
— Taani, amoque de Etlan",
Thopter Foundry,ARB,"“O etherium é limitado. A inovação não.”
— Tezzeret",
Thraximundar,ARB,Seu nome significa “aquele que pinta a terra de vermelho.”,
Time Sieve,ARB,"“Prego para jamais ser considerada inútil ou velha.”
— Sharuum, a Hegemônica",
Unbender Tine,ARB,As criações realizadas em momentos de loucura contêm um grande poder. O caminho para este poder é tão tortuoso quanto a mente de seu criador.,
"Uril, the Miststalker",ARB,"Ele caminha através da manta-alva, brumas capazes de esconder até mesmo os gargantuas.",
Vectis Dominator,ARB,"“Aprecio a habilidade artística dos telemínios, mas as criaturas dos outros mundos apresentam um desempenho muito mais dramático.”
— Ennor, mentalista",
Vedalken Ghoul,ARB,"Por quatro noites após a morte de Ennor e a reivindicação de seu etherium, seus beneficiários foram encontrados mortos, e o etherium arrancado de seus corpos.",
Vedalken Heretic,ARB,"“O etherium me deixou com a visão turva, os ouvidos obstruídos e a pele insensível. Agora que posso sentir, posso começar a aprender.”",
Vithian Renegades,ARB,“Eis a prova de que o que foi feito ainda pode ser desfeito. A esperança que julgamos morta renascerá gloriosa.”,
Wall of Denial,ARB,Ela fornece aquilo de que qualquer mago perspicaz precisa — tempo para pensar.,
Wargate,ARB,"Os magos de Bant ainda clamam ajuda aos céus, mas os anjos não são os únicos a responder.",
Winged Coatl,ARB,"Os nacatl chamaram esta nova espécie de “vetli”, o termo que usam para flechas venenosas.",
Zealous Persecution,ARB,"“Jharic voltou de Grixis mudada, com um olhar assombroso. Ela os destruiu com uma alegria macabra que me deu arrepios.”
— Cavaleiro-Capitão Wyhorn",
Aggravate,AVR,"“Bárbaros! Eles queimaram minha cadeira favorita! Vamos matar todos eles!”
— Anje Falkenrath",
Alchemist's Apprentice,AVR,"Os efeitos colaterais podem incluir odores nauseabundos, vapores escaldantes e inexistência espontânea.",
Alchemist's Refuge,AVR,Os alquimistas perseguidos fugiram para os confins das terras selvagens de Kessig em busca de isolamento para continuar com suas artes carniçais.,
Amass the Components,AVR,“Eu sabia que toda aquela saliva de salamandra seria útil!”,
Angel of Glory's Rise,AVR,“A justiça só será feita quando toda a morte-vida for destruída.”,
Angel of Jubilation,AVR,"“Ainda que Innistrad não esteja livre do mal, finalmente temos algo a celebrar.”",
Angelic Armaments,AVR,"Forjados em horas sombrias, da chama que jamais se extingue.",
Angelic Wall,AVR,"“O ar se moveu como se agitado por asas de anjo e o inimigo foi rechaçado.”
— Contos de Ikarov, o Viajante",
Angel's Mercy,AVR,“Compreendo teus medos. Compadeço-me de tuas dúvidas. Absolvo-te de ambos.”,
Angel's Tomb,AVR,"“A fé pode dar vida até mesmo às pedras.”
— Escritos de Mikaeus",
Appetite for Brains,AVR,É como um pêssego: a primeira mordida é sempre a mais suculenta.,
Arcane Melee,AVR,Discussões entre magos jamais são puramente acadêmicas.,
Archangel,AVR,"Pelo céu ecoaram os brados dos serafins armados, e as trevas fizeram uma retirada estratégica.",
Archwing Dragon,AVR,"Mais rápido que um anjo, mais cruel que um demônio, incansável como um carniçal.",
"Avacyn, Angel of Hope",AVR,"Uma espiral dourada jorrou da Câmara Infernal rumo ao céu. Uma explosão retumbante estilhaçou o monólito prateado e Avacyn ressurgiu, finalmente libertada de sua prisão.",
Banners Raised,AVR,"Após a destruição da Câmara Infernal, temerosas multidões logo se tornaram destemidos batalhões.",
Barter in Blood,AVR,"“Todos precisamos fazer sacrifícios pelo bem de Innistrad.”
— Sorin Markov",
Battle Hymn,AVR,"“Uma igreja não passa de madeira e pedras. Uma congregação consiste em seus fiéis e no louvor aos anjos.”
— Kolman, ancião de Gatstaf",
Bladed Bracers,AVR,Forjados dos escombros da Câmara Infernal.,
Blood Artist,AVR,“A grande arte jamais se cria sem grande sofrimento.”,
Bloodflow Connoisseur,AVR,"“A morte. Não pela sobrevivência, mas por vaidade e prazer. Essa é a decadência que eu tentei coibir.”
— Sorin Markov",
Bone Splinters,AVR,"“O que você merece? O peso de um fêmur ou o gracioso gume de um antebraço? É tão difícil escolher...”
— Gisa, a Louca",
Borderland Ranger,AVR,“Só existe um caminho de Kessig para Stensia. A não ser que você venha comigo.”,
Bower Passage,AVR,"Nas horas mais tenebrosas, alguns renegaram Avacyn. Agora, as terras selvagens de Kessig são seu único refúgio.",
Builder's Blessing,AVR,"“Misturem as proteções sagradas na argamassa ou sangue escorrerá pelas ruas.”
— Vadvar, alvanel de Thraben",
Butcher Ghoul,AVR,"Desprovido de mente, ele não teme a morte. Desprovido de alma, ele não se importa em matar.",
Call to Serve,AVR,"A graça é uma dádiva, jamais uma recompensa.",
Captain of the Mists,AVR,“Não sou um mero capitão de navio. O vento norte é meu cúmplice. A maré é meu imediato.”,
Cathars' Crusade,AVR,"Os guerreiros sagrados de Avacyn mantiveram a esperança viva em seus momentos mais difíceis. Agora, eles levarão essa mesma esperança a toda Innistrad.",
Cathedral Sanctifier,AVR,“Em breve o mal será derrotado. O que Innistrad mais precisa agora é de ser curada.”,
Cloudshift,AVR,"“Até as nuvens de tempestade se curvam em veneração a Avacyn.”
— Anciã Rimheit",
Commander's Authority,AVR,"“Carregue o símbolo dela com honra, um sinal de fé preservada e de feitos honestos realizados com bravura.”",
Conjurer's Closet,AVR,"“O amanhã tem o semblante do ontem.”
— Kordel, o Enigmático",
Corpse Traders,AVR,Os que não conseguem respirar não conseguem reclamar.,
Craterhoof Behemoth,AVR,Suas pegadas de hoje são os lagos de amanhã.,
Crippling Chill,AVR,Basta um sopro do geist para transformar veias em rios de gelo e congelar corações.,
Crypt Creeper,AVR,"“Acho que é verdade o que dizem. O que não te mata te deixa mais forte. Ou ao menos mais estranho.”
— Capitão Eberhart",
Cursebreak,AVR,"Não mais a pária da aldeia. Não mais denegrida e humilhada. Sigrun estava, enfim, livre.",
Dangerous Wager,AVR,"“Vamos amigo, arrisque um arremesso. O que você tem a perder?”
— Tobias, comerciante de Erdwal",
Dark Impostor,AVR,"“Ah, essa é uma vida boa. Entendo seu desespero para protegê-la.”",
Death Wind,AVR,"Leukin olhou estupefato as penas de anjo em chamas. “Corram!”, gritou para sua patrulha. “Não temos a menor chance!”",
Defang,AVR,"Depois de serem desarmados, os vampiros recebem espadas de madeira e são forçados a ajudar no treinamento dos Duelistas da Meia-noite.",
Defy Death,AVR,"Gisela encurralou o demônio assassino em meio aos túmulos dos aldeões mortos. “Um fim merecido”, ela murmurou ao erguer a espada.",
Demolish,AVR,"“Para derrotar realmente um skaberen, você precisa destruir não o monstro, mas o laboratório.”
— Rem Karolus, Espadachim dos Inquisidores",
Demonic Rising,AVR,"O que é mais tolo, invocar o demônio ou esperar sua gratidão?",
Demonic Taskmaster,AVR,A subserviência ao poder superior é a única lei no inferno.,
Descent into Madness,AVR,A escada desce em ambas as direções.,
Desolate Lighthouse,AVR,"Uma sentinela solitária enfrentando vendavais, furacões e ondas de espíritos assassinos.",
Devastation Tide,AVR,É difícil argumentar com uma força composta da vontade divina.,
Devout Chaplain,AVR,"“Por decreto de Avacyn, purificaremos estas relíquias e as livraremos de seu passado demoníaco.”",
Dread Slaver,AVR,"Em terra de descerebrados, quem tem meio cérebro é rei.",
Dreadwaters,AVR,"Cuidado ao aventurar-se pelo Morkrut, pois ele pode se erguer para pegá-lo.",
Driver of the Dead,AVR,Alguns vampiros recorreram ao comércio de cadáveres depois que os cátaros queimaram suas propriedades e os expulsaram de seus antigos territórios de caça.,
Dual Casting,AVR,"Horas depois da abertura da Câmara Infernal, os poderes dele retornaram... duas vezes maiores.",
Eaten by Spiders,AVR,"Após provar muitas vítimas, a aranha desenvolveu certa preferência pelos mortos-vivos e seus apetrechos.",
Emancipation Angel,AVR,“Você fez o melhor que podia. Tem minha permissão para descansar.”,
Essence Harvest,AVR,O Capitão Lewenheart encontrou provas de um culto demoníaco no seio do clero. Os Skirsdag jamais lhe deram a chance de apresentá-las.,
Exquisite Blood,AVR,"Mesmo no momento em que os humanos recuperavam a vantagem, alguns ainda trocavam suas vidas por uma chance de imortalidade.",
Farbog Explorer,AVR,“Eu abriria caminho por mil pântanos para ajudar uma alma a descansar.”,
Favorable Winds,AVR,"Revoadas de grifinos, há muito considerados extintos, reapareceram com o retorno de Avacyn.",
Fervent Cathar,AVR,“Só largarei a espada quando morrer... E não pretendo fazer isso hoje.”,
Fettergeist,AVR,As escolhas dos vivos os atarão na morte.,
Fleeting Distraction,AVR,"Primeira mágica ensinada aos jovens magos, já salvou a vida de muitos cujas mãos são pequenas demais para empunhar uma espada.",
Flowering Lumberknot,AVR,"“Esse negócio costumava devorar armadilheiros como nós. Agora ele nos segue como um cão de caça.”
— Alena, armadilheira de Kessig",
Gang of Devils,AVR,"“Ora, como eu poderia saber que eles explodiriam?”
— Gregel, miliciano do condado",
Geist Snatch,AVR,Os anjos e demônios não são os únicos que ouvem suas preces.,
Ghostform,AVR,“Não há nada que seja realmente ‘impenetrável’.”,
Ghostly Flicker,AVR,Às vezes é útil tirar uma folga da existência.,
Ghostly Touch,AVR,“Os geists querem ser conhecidos. Sou apenas o veículo de seus esforços.”,
Ghoulflesh,AVR,"O corpo morre em estágios. Primeiro a pele, depois os músculos. Por último, o cérebro, para desalento da vítima.",
Gloom Surgeon,AVR,Ele vaga pelas ruas de Havengul em busca dos doentes e delirantes para poder curá-los de suas vidas.,
Gloomwidow,AVR,As cidades abandonadas nos pântanos não ficaram vazias por muito tempo.,
Goldnight Commander,AVR,"“Uma só fé, muitos braços na vitória.”",
Goldnight Redeemer,AVR,A Hoste canta o retorno de Avacyn sem um verso sequer sobre seu próprio sofrimento.,
Grave Exchange,AVR,"“É uma jornada fria e sombria de qualquer forma.”
— Eruth de Lambholt",
Griselbrand,AVR,"“Avacyn emergiu das ruínas da Câmara Infernal, mas sua liberdade teve um preço: ele.”
— Thalia, Cátara Cavaleira",
Grounded,AVR,"“Perseguimos o monstro de Ludevic pelas quatro províncias. Quando ele aterrissar, façam-no ficar onde estiver.”
— Alena, armadilheira de Kessig,
a Halana de Ulvenwald",
Gryff Vanguard,AVR,"“Os carniçais derrubaram a porta, mas eu ouvi o chamado dos grifinos e soube que estávamos salvos.”
— Ekka, comerciante de Hanweir",
Guise of Fire,AVR,"“Mais cedo ou mais tarde, o fogo destrói um zumbi, mas, antes disso, um zumbi em chamas destrói muitas outras coisas.”
— Rem Karolus, Espadachim dos Inquisidores",
Harvester of Souls,AVR,"“Ele é juiz, júri e carrasco... porque matou todos eles.”
— Bispo Cawle de Elgaud",
Haunted Guardian,AVR,"“Drene o sangue da vítima, venda o corpo e use a alma como guarda. Sem confusão, sem reclamação, sem problemas.”
— Olivia Voldaren",
Havengul Skaab,AVR,Uma abominação tão violenta que os outros demônios tremem ao vê-lo.,
Havengul Vampire,AVR,“Esse pulso cada vez mais lento... é o compasso da minha valsa.”,
Holy Justiciar,AVR,"Seus olhos veem através da carne putrefata e enxergam lampejos de uma alma agonizante, implorando pelo Sono Abençoado.",
Homicidal Seclusion,AVR,"“Malditos corvos com esse grasno sem fim... não consigo escutar as vozes na minha cabeça...”
— Eremita do Solar de Hanne",
Human Frailty,AVR,"“Já vi cem famílias mortais ascenderem e caírem. E ainda sobreviverei a outras mil.”
— Olivia Voldaren",
Hunted Ghoul,AVR,"Mesmo depois de Hanweir ser salva, os carniçais perdidos de Gisa ainda vagaram, seguindo as ordens doentias de sua mestra encarcerada.",
Into the Void,AVR,"“Os cátaros têm suas espadas; os inquisidores, seus machados. Eu prefiro a abordagem ‘diplomática’.”
— Terhold, arquimago de Drunau",
Joint Assault,AVR,"“Por meio do meu poder, os lobisomens se tornarão lupíneos, nossos aliados no combate às trevas.”
— Avacyn, no Decreto do Calar das Maldições",
Kessig Malcontents,AVR,O descontentamento é uma arma poderosa nas mãos de uma turba.,
Killing Wave,AVR,"“Venho em busca de demônios e encontro um plano cheio de anjos. Eu odeio anjos!”
— Liliana Vess",
Kruin Striker,AVR,"Insatisfeita com a criação dos lupíneos, Rorica abandonou sua ordem para liderar uma cruzada contra os “lobisomens reformados”.",
Lair Delve,AVR,"“Os demônios fugiram. Bem, já vão tarde. Não há nada que eu aprecie mais que um covil vazio.”",
Latch Seeker,AVR,"Ele busca uma tumba que o contenha, um caixão que lhe dê descanso.",
Leap of Faith,AVR,As melhores manobras acontecem em três dimensões.,
Lightning Prowess,AVR,“A carne morta-viva é seca e frágil. Uma faísca e ‘puf’. Era uma vez um carniçal.”,
Lunar Mystic,AVR,"“Agrada-me que este mundo tenha aprendido que a lua afeta muito mais que as marés.”
— Tamiyo, a Sábia da Lua",
Maalfeld Twins,AVR,"“Quem sou eu para separar uma família?”
— Gisa, a Louca",
Mad Prophet,AVR,"“Não existem garças na lua! Existe um musaranho, isso sim, de cinco patas, com uma voz como o sussurro do trovão!”",
Malicious Intent,AVR,"Conforme a paz retornava a Thraben, alguns cátaros cometeram o erro de baixar a guarda.",
Malignus,AVR,"Ele caiu sobre Estwald como uma tempestade súbita. Instantes depois, só restavam cinzas e agonia.",
Marrow Bats,AVR,"“Não importa o quanto avancemos em Stensia, a morte-vida permanecerá nestas terras para sempre.”
— Terhold, arquimago de Drunau",
Mass Appeal,AVR,“Emergimos triunfantes da escuridão. Que nossa sabedoria nos guie rumo à prosperidade.”,
Mental Agony,AVR,“A mente dele é débil. Sirva-o aos morcegos.”,
Midnight Duelist,AVR,O retorno de Avacyn não lhe tirou o desejo de vingança.,
Midvast Protector,AVR,“Cultivei minha fé em Avacyn mesmo recebendo muito pouco em troca. Agora minha fé foi recompensada.”,
Mist Raven,AVR,"“Quando vir um corvo, corra para as montanhas. Eles sabem quando a maré dos fantasmas está para subir.”
— Sved, pescador de Nefália",
Misthollow Griffin,AVR,"Para algumas criaturas, a existência é apenas um capricho.",
Moonlight Geist,AVR,Uivos e sussurros são as únicas armas que lhe restam.,
Moorland Inquisitor,AVR,"Os inquisidores aprendem as escrituras sagradas, o pensamento filosófico e a arte de afiar machados.",
Narstad Scrapper,AVR,"“Finalmente! Os princípios da reanimação de cadáveres aplicados a materiais sem sangue!”
— Ludevic, necroalquimista",
Natural End,AVR,"A espada assombrada se estilhaçou e o geist passou, grato, ao Sono Abençoado.",
Necrobite,AVR,"Uma cobra morta-viva não morde apenas para se defender. Ela é faminta como qualquer zumbi, e insaciável.",
Nephalia Smuggler,AVR,“Meus condutores são confiáveis. Eu mesmo cortei suas línguas. Mais alguma pergunta?”,
Nettle Swine,AVR,"“Matei um e encontrei tijolos e ossos em seu estômago. Ele tinha comido um casebre inteiro, com telhado e tudo.”
— Paulin, armadilheiro de Somberwald",
Otherworld Atlas,AVR,"“Qualquer idiota pode abri-lo. Mas é preciso ser um gênio para decifrar as páginas em branco.”
— Kordel, o Enigmático",
Outwit,AVR,O estudante pergunta como uma mágica começa. O mestre pondera sobre o que a encerra.,
Peel from Reality,AVR,"“Demônio desalmado, você está preso a mim. Agora ambos habitaremos no esquecimento.”",
Pillar of Flame,AVR,“Que os merecedores passem a eternidade no Sono Abençoado. Que os ímpios encontrem a paz no esquecimento.”,
Polluted Dead,AVR,"Após o ataque dos zumbis, a colheita definhou nos campos, e o próspero vilarejo se tornou uma cidade fantasma da noite para o dia.",
Primal Surge,AVR,"Com o retorno de Avacyn, o fluxo da vida se tornou um maremoto.",
Raging Poltergeist,AVR,"Alguns tentaram queimar seus mortos para deter os invocadores de carniçais. Porém, os mortos voltaram, furiosos com o próprio destino.",
Rain of Thorns,AVR,"Quando as florestas se tornaram refúgio para o mal, os arquimagos pensaram em novas formas de purificar a natureza.",
Reforge the Soul,AVR,"Em uma onda de mágicas chamada o Calar das Maldições, Avacyn purificou o mundo com o fogo divino.",
Renegade Demon,AVR,"“Você já encurralou um vampiro ferido? É fácil como tirar doce de criança, comparado a isso.”
— Tristen, Marechal Cátaro",
Righteous Blow,AVR,"“Os monstros não estarão mais a salvo nas brumas do Morkrut!”
Bruna, Luz do Bando Alabastro",
Riot Ringleader,AVR,"“Os vampiros gostam de sangue quente, não é? Vamos ver o que eles acham do nosso.”",
Rite of Ruin,AVR,Os cultistas do Skirsdag se recusaram a aceitar pacificamente a ascensão de Avacyn.,
Rotcrown Ghoul,AVR,"“Não olhe nos olhos dele. Ele está pensando coisas que nenhuma coisa morta deveria pensar.”
— Capitão Eberhart",
Rush of Blood,AVR,"Às vezes não é para se alimentar, nem para saciar o vício. Às vezes é só para voltar a sentir.",
Scalding Devil,AVR,Demônios massacram. Diabos torram a paciência.,
Scrapskin Drake,AVR,"“Os cátaros mataram meus skaabs lá embaixo. Vamos ver quão alto vão suas espadas.”
— Ludevic, necroalquimista",
Scroll of Avacyn,AVR,"Palavras para abençoar os olhos que as lerem, falando de um futuro além do alcance do medo.",
Scroll of Griselbrand,AVR,"Palavras que ninguém deveria ver, falando de coisas que nenhuma mente sã compreenderia.",
Searchlight Geist,AVR,"Ele se ergue ao cair da noite, em busca de almas para exterminar.",
Second Guess,AVR,"“Já sei onde você quer chegar com isso... E não gosto nada dessa ideia.”
— Dierk, geisteomago",
Seraph of Dawn,AVR,Ela afasta as nuvens para que o sol alcance até mesmo as moradas mais escuras e as tumbas mais sombrias.,
"Sigarda, Host of Herons",AVR,Uma grande devoção traz grandes recompensas.,
Slayers' Stronghold,AVR,Seus pátios estão sempre iluminados para que a noite jamais penetre suas muralhas.,
Snare the Skies,AVR,A precisão de um caçador e a força das vinhas são uma combinação poderosa.,
